,Overall Avg,GT Answers,Question,Avg Score: original,Prediction: original,Avg Score: 2010-01-01 00:00:00,Predicted: 2010-01-01 00:00:00,Avg Score: 2014-01-01 00:00:00,Predicted: 2014-01-01 00:00:00,Avg Score: 2018-01-01 00:00:00,Predicted: 2018-01-01 00:00:00,Avg Score: 2021-05-02 14:34:03.614988,Predicted: 2021-05-02 14:34:03.614988
9352,37.375,making direct use of natural resources or exploit natural resources -- ,why is primary sector also called agriculture and related sector,85.0,primary sector of the economy is the sector of an economy making direct use of natural resources or exploit natural resources,20.0,"businesses in this sector include agriculture, agribusiness, fishing, forestry and all mining and quarrying industries",79.0,sector of an economy making direct use of natural resources,16.5,technological advances and investment allow the primary sector to require less workforce,34.0,extraction and production of raw materials
8565,37.375,Abhimanyu -- ,who knew to get out of chakravyuh in mahabharat,18.0,only a handful of warriors on the Pandavas ' side,31.0,Moon,78.0,"Abhimanyu, son of Arjuna,",23.0,his mother's womb,17.5,he was not able to hear how to escape the formation
1409,37.375,Net sales -- Sales -- ,where does sales discounts go on the income statement,32.0,list price,53.5,"sales are gross sales minus sales returns, sales allowances, and sales discounts. Gross sales do not normally appear on an income statement.",32.0,list price,32.0,list price,32.0,list price
4370,37.375,"Tom Zwiglaar , a Swiss miner -- ",who discovered the remains of broken hill man,83.5,a Swiss miner,20.0,current experts believe Rhodesian Man to be within the group of Homo heidelbergensis,83.5,a Swiss miner.,24.0,members of an expedition led by Jon Kalb,22.0,White et al.
4009,37.333333333333336,"December 5 , 2017 -- ",when do despicable me 3 come out on dvd,59.0,"30 , 2017",0.0,No Edit,26.0,Redirect,59.0,"30, 2017",27.0,June 30.
1474,37.333333333333336,University of San Carlos -- ,what is the oldest university in the philippines,22.5,"oldest universities , colleges , vocational schools and the first modern public education system in Asia were created during the Spanish colonial period",0.0,No Edit,22.5,"oldest universities, colleges, vocational schools and the first modern public education system in Asia were created during the Spanish colonial period.",22.5,"oldest universities, colleges, vocational schools and the first modern public education system in Asia were created during the Spanish colonial period.",67.0,"The University of Santo Tomas,"
4175,37.333333333333336,Los Angeles County Museum of Art -- ,place in la with all the lamp posts,34.5,"58 lights on every exterior ledge of the New Museum building in New York . In 2015 , the lamps underwent a second restoration",0.0,No Edit,21.0,202 restored street lamps,46.5,25 Los Angeles street lamps in a parking lot,44.5,"Vermonica (1993), which placed 25 Los Angeles street lamps in a parking lot at the corner of Vermont Avenue and Santa Monica Boulevards.[10]"
5762,37.25,"Black Mountain , North Carolina -- ",where is three billboards outside of ebbing missouri filmed,14.0,near her home,0.0,No Edit,0.0,No Edit,45.0,"""somewhere down in the Georgia, Florida, Alabama corner"".[13]",29.5,"""Raped While Dying"", ""And Still No Arrests?"", and ""How Come, Chief Willoughby?"""
4049,37.25,to advocate for the civil and economic rights of African Americans -- ,what was one of the main goals of the march on washington,89.0,advocate for the civil and economic rights,59.0,to support the civil rights bill,30.0,"a crowd of at least 100,000 people",30.0,"a crowd of at least 100,000 people",30.0,"a crowd of at least 100,000 people"
9198,37.25,November 2014 -- ,when did gta 5 come out for xbox one,0.0,.,19.0,Redirect,60.0,17 September 2013,35.0,2013,35.0,2013
6291,37.25,imprisoned or killed for espousing a political cause -- ,when do we consider a person a martyr,31.0,"a man or woman who dies while conducting jihad , whether on or off the battlefield",41.5,somebody who suffers persecution and death for refusing to renounce a belief,38.0,"somebody who suffers persecution and death for advocating, refusing to renounce, and/or refusing to advocate a belief or cause",29.5,"a martyr as a man or woman who dies while conducting jihad, whether on or off the battlefield",40.0,"one who was killed for maintaining a religious belief, knowing that this will almost certainly result in imminent death"
6805,37.25,The Torah -- ,what is the name of the first five books of the jewish bible,29.0,five scrolls,18.0,"Genesis, Exodus, Leviticus, Numbers, and Deuteronomy,",43.5,"the Pentateuch,",29.0,five scrolls,58.5,romanized: torah shebichtav
1759,37.25,Computone -- ,who is credited with designing the first wind controller for synthesizer control in the mid 1970s,100.0,Computone,29.0,Nyle Steiner,40.0,saxophonist,40.0,saxophonist,40.0,saxophonist
5775,37.25,Bruce McGill -- ,who played sheriff farley in my cousin vinny,21.0,his cousin Vinny .,100.0,"(Bruce McGill),",11.0,"cousin, Vincent Gambini, a newly minted lawyer, to defend them.",21.0,his cousin Vinny.,17.0,his cousin Vinny Gambini.
4682,37.25,Tommy McCairns -- ,who scored the first ever goal at white hart lane,82.0,Tommy McCairns of Notts County,21.0,"4-1 home win against Notts County with around 5,000 supporters",34.0,4–1 home win against Notts County,12.0,Vivian Woodward.[20],82.0,"Tommy McCairns of Notts County,"
8551,37.25,America would provide loans to the Germans -- ,how did the dawes plan benefit the united states,35.0,benefitted enormously both from the influx of foreign capital,41.0,"It softened the burdens of war reparations, stabilized the currency, and brought increased foreign investments and loans to the German market.",42.0,provided short-term economic benefits to the German economy and softened the burdens of war reparations.,32.0,Germany benefitted enormously both from the influx of foreign capital.,34.0,Germany benefitted enormously from the influx of foreign capital.
2381,37.25,Kerry Washington -- Forest Whitaker -- ,who starred in the last king of scotland,34.0,The Last King of Scotland,34.0,The Last King of Scotland,47.0,"Whitaker, who received outstanding critical acclaim for his performance as dictator Idi Amin in the film.",34.0,The Last King of Scotland,34.0,The Last King of Scotland
8792,37.25,Puerto Rico in the caribe Hilton hotel -- ,where was wizards of waverly place tv show filmed,26.0,Hollywood Center Studios,26.0,Hollywood Center Studios,26.0,Hollywood Center Studios,26.0,Hollywood Center Studios,71.0,"on location in San Juan, Puerto Rico,[19][103]"
4695,37.25,Discovery Networks Asia Pacific channel DSport -- ,india srilanka bangladesh tri series 2018 broadcast which channel,75.5,Discovery Networks Asia Pacific channel DSport acquired media rights to broadcast live cricket matches involving the Indian cricket team,0.0,No Edit,0.0,No Edit,0.0,2018,74.5,Discovery Networks Asia Pacific channel DSport acquired media rights to broadcast live cricket matches involving the Indian cricket team.[8][9]
1816,37.25,Alexander -- ,who won in the war of porus and alexander,14.0,porus,7.0,Pyrrhic victory.[20],15.0,king,32.0,"Battle of the Hydaspes,",95.0,Alexander's
5325,37.166666666666664,35 % -- ,what is the approximate percentage of agricultural land irrigated in india,100.0,35 %,0.0,No Edit,78.5,77.35%,0.0,47.7%,33.0,36.7%
4030,37.125,J.R.D. Tata -- ,who founded an airline in 1932 that became air indian in 1946,39.0,"He founded India 's first commercial airline , Tata Airlines in 1932",34.5,"He founded India's first commercial airline, 'Tata Airlines', in 1932, which in 1946 became Air India, now India's national airline.",36.0,"father of Indian civil aviation. He founded India's first commercial airline, Tata Airlines in 1932,",39.0,"He founded India's first commercial airline, Tata Airlines in 1932,",39.0,"He founded India's first commercial airline, Tata Airlines in 1932,"
5146,37.125,Republic of China -- ,who did the us back up in chinas civil war,14.0,Sun Yat - sen,22.0,"Japan's campaign was defeated in 1945,",73.5,forces loyal to the government of the Republic of China,26.0,communist CPC and the nationalist KMT.,27.0,Chinese Communist Party (CCP)
541,37.125,January 2014 -- ,when did weed become legal for recreational use in colorado,75.0,2014,9.0,"cannabis use, those for medicinal use and for recreational use.",16.5,"the time of the Colorado Amendment 64 taking effect,",75.0,2014,48.0,late 2012
6025,37.125,2014 -- ,when did croatia last play in the world cup,25.0,1991,18.0,"1998, 2002 and 2006",18.0,"1998, 2002 and 2006",56.5,"1998, 2002, 2006 and 2014) since gaining independence in 1991",56.0,"1998, 2002, 2006, 2014 and 2018) since gaining independence in 1991"
4749,37.125,two - party system -- ,agreement of two political parties to work together,70.5,general agreement that the United States has a two - party system,28.0,two major political parties dominate voting in nearly all elections,15.0,agreed that there was a link between voting arrangements and the effective number of parties,70.5,general agreement that the United States has a two-party system;,35.0,liberal Democratic Party of Korea and the conservative People Power Party.
6678,37.125,Banwarilal Purohit -- ,who is the governor of tamilnadu 2017 in tamil,77.5,His Excellency Banwarilal Purohit Headquartered,45.0,"current governor is Surjit Singh Barnala,",16.0,"current governor is Konijeti Rosaiah, who took office on 31 August 2011.",77.5,His Excellency Banwarilal Purohit Headquartered,10.0,governor is appointed by the president for a five-year term
9731,37.125,building and managing customer relationships through marketing -- observing relationships as they mature through distinct phases -- recognizing that the distribution of value of a relationship to the firm is not homogenous -- ,what are the main components of a crm system,49.0,"sales force automation , marketing automation , and service automation",28.0,"emails, documents, jobs, faxes, scheduling, and more.",22.5,"emails, documents, jobs, faxes, and scheduling for individual accounts",49.0,"sales force automation, marketing automation, and service automation",49.0,"sales force automation, marketing automation, and service automation"
6774,37.125,"Niagara County , New York , United States -- ",where is niagara falls located in the us,60.0,"Niagara Falls , New York - wikipedia Niagara Falls",22.0,massive waterfall,22.0,massive waterfall,81.5,"Niagara Falls (/naɪˈæɡrə/ ny-AG-ra) is a city in Niagara County, New York, United States.",23.0,the falls were incompatible with modern shipping technology.
1427,37.125,International Olympic Committee ( IOC ) -- ,who chooses where the olympics will be held,35.5,staging of the Paralympic Games is automatically included in the bid,31.5,the decision is made at an IOC Session approximately seven years prior to the games;,41.0,National Olympic Committees select from within their national territory cities to put forward bids to host an Olympic Games.,41.0,National Olympic Committees select from within their national territory cities to put forward bids to host an Olympic Games.,35.0,staging of the Paralympic Games is automatically included in the bid.[1]
4773,37.125,Sadie Harris -- ,who does melissa george play in greys anatomy,30.0,surgical intern,58.5,"Sadie Harris is a fictional character from the ABC television series Grey's Anatomy. The character is portrayed by Melissa George,",30.0,surgical intern,30.0,surgical intern,30.0,surgical intern
475,37.125,1848 -- intense g - forces ( hereafter `` Gs '' ) -- ,when was the first looping roller coaster and what was wrong with it,25.0,1979,17.0,structural problems caused an incident in July 2006 that injured several riders.,100.0,1848,17.0,structural problems caused an incident in July 2006 that injured several riders.,14.5,"structural problems caused an incident in July 2006 that injured several riders, Son of Beast's loop was removed in December 2006"
5576,37.0,species of flowering plant in the mint family -- ,what kind of plant do chia seeds come from,14.0,lavandulifolia,18.0,annual herb,58.0,mint,58.0,mint,14.0,lavandulifolia
8403,37.0,the summer of 1899 -- ,when did the gold rush start in alaska,27.0,1896,29.0,late 19th century,64.0,"summer of 1897 until the summer of 1898. It began on July 15, 1897",24.0,"15, 1897",31.0,"1896 and 1899. Gold was discovered there by local miners on August 16, 1896;"
9397,37.0,"in fibrous tissues such as tendons , ligaments and skin -- ",where are collagen fibers found in the body,94.5,"mostly found in fibrous tissues such as tendons , ligaments and skin",30.0,occurs in many places throughout the body,30.0,occurs in many places throughout the body,44.5,"skin, bones and cartilage",43.5,connective tissues
9636,37.0,John Mozeliak -- ,who is the general manager of the st louis cardinals,29.0,general manager,61.0,John Mozeliak (born 1969) is the current Vice President and General Manager of Major League Baseball's St.,29.0,general manager,29.0,general manager,29.0,general manager
6508,37.0,negative -- ,what kind of charge does an object that has an excess of electrons have,44.0,positively,21.0,free charge,62.0,negatively charged,44.0,positively,21.0,free charge
9973,37.0,stromal cells -- endothelial cells -- fibroblasts -- mast cells -- ,what are the main sources of immune system cytokines,48.0,cellular sources,39.0,"proteins, peptides, or glycoproteins",26.0,interleukins and interferons,32.0,receptors,51.0,cell surface receptors
7636,37.0,Indira Gandhi 's 1971 -- ,the slogan garibi hatao (removal of poverty)was adopted during the period of —–,35.0,1971 election bid,35.0,1971 election bid,35.0,1971 election bid,35.0,1971 election bid,43.0,1971 election campaign
6921,37.0,Qatar -- ,where will the 2022 world cup final be held,10.0,18 December 2022,15.0,Redirect,100.0,Qatar.,10.0,"18 December 2022,",23.0,"Lusail Iconic Stadium,"
3142,37.0,Exosphere -- Mesosphere -- Stratosphere -- ,all 5 layers of the earth's atmosphere,64.0,"highest to lowest , the five main layers are : The exosphere",0.0,.,66.0,"highest to lowest, these layers are: The exosphere",52.0,temperature,30.0,highest to lowest
2943,37.0,Massachusetts -- ,which group of colonist establish the first free public education system,60.0,"taxpayer - supported public school in North America , the Mather School , was opened in Dorchester , Massachusetts , in 1639",14.0,northern states,14.0,northern states,60.0,"taxpayer-supported public school in North America, the Mather School, was opened in Dorchester, Massachusetts, in 1639.[2][3]",60.0,"taxpayer-supported public school in North America, the Mather School, was opened in Dorchester, Massachusetts, in 1639.[2][3]"
