,Overall Avg,GT Answers,Question,Avg Score: original,Prediction: original,Avg Score: 2010-01-01 00:00:00,Predicted: 2010-01-01 00:00:00,Avg Score: 2014-01-01 00:00:00,Predicted: 2014-01-01 00:00:00,Avg Score: 2018-01-01 00:00:00,Predicted: 2018-01-01 00:00:00,Avg Score: 2021-05-04 05:37:52.352568,Predicted: 2021-05-04 05:37:52.352568
2086,47.0,Despacito -- ,what is the most streamed song on youtube,9.5,every single video that has reached the top of the `` most viewed YouTube videos '' list has been a music video,0.0,No Edit,0.0,No Edit,47.0,Redirect,47.0,Redirect
3014,47.0,Rodriguez -- ,who is the highest paid mlb player in history,18.0,third baseman,0.0,No Edit,0.0,No Edit,0.0,No Edit,47.0,Redirect
3062,47.0,Quincy Jones -- executive -- ,who wrote the music for fresh prince of bel air,100.0,Quincy Jones,0.0,No Edit,0.0,No Edit,47.0,Redirect,47.0,Redirect
3844,47.0,the United Nations General Assembly -- ,who made the universal declaration of human rights,23.0,universal declaration that specified the rights of individuals was necessary to give effect to the Charter 's provisions on human rights,97.0,United Nations General Assembly,35.0,universal declaration that specified the rights of individuals,23.0,universal declaration that specified the rights of individuals was necessary to give effect to the Charter's provisions on human rights.[10],33.0,specified the rights of individuals
1162,46.875,"The stretch of South Street between Front Street and Seventh Street is known for its `` bohemian '' , `` punk '' , and generally `` alternative '' atmosphere and its diverse urban mix -- ",where do all the hippies meet south street,46.5,east - west street one block south of South Street,33.5,Bainbridge Street,57.0,South Street,50.5,one block south of South Street).,46.5,east-west street one block south of South Street).
9382,46.875,surface water -- shallow groundwater -- ,where does the water come from in a quarry,40.0,water - filled quarries are worked from beneath the water,24.0,open-pit mine from which rock or minerals are extracted,54.5,beneath the water,54.5,beneath the water,54.5,beneath the water
9162,46.875,Forty Acres backlot -- ,where was tara in gone with the wind filmed,25.0,1939 movie Gone with the Wind .,92.0,on the Forty Acres backlot,17.0,"modeled Tara after local plantations and antebellum establishments, particularly the Clayton County plantation on which her maternal grandmother,",61.5,"1939 motion picture, the home was constructed by art director Lyle Wheeler. After filming concluded, the façade of Tara sat on the Forty Acres backlot",17.0,"modeled Tara after local plantations and antebellum establishments, particularly the Clayton County plantation on which her maternal grandmother,"
8607,46.875,"Anchorage to Nome , entirely within the US state of Alaska -- ",where does the iditarod race start and finish,42.0,"race starts on the first Saturday in March , at the first checkpoint on Fourth Avenue in downtown Anchorage",42.0,"race starts on the first Saturday in March, at the first checkpoint on Fourth Avenue, in downtown Anchorage.",61.5,"the start in Anchorage is in the middle of a large urban center,",42.0,"race starts on the first Saturday in March, at the first checkpoint on Fourth Avenue in downtown Anchorage.",42.0,"race starts on the first Saturday in March, at the first checkpoint on Fourth Avenue in downtown Anchorage."
7893,46.875,"The Italian mathematician Fibonacci ( c. 1170 -- 1250 ) , who grew up in North Africa and is credited with introducing the decimal system to Europe , used the term zephyrum . This became zefiro in Italian , and was then contracted to zero in Venetian -- ",who invented the decimal system and concept of zero,55.5,mathematician,63.0,"mathematician Fibonacci (c.1170-1250),",6.0,"al-Khwārizmī,[8]",63.0,"mathematician Fibonacci (c. 1170–1250),",55.5,mathematician
4932,46.875,Britain -- ,who did the 13 colonies declared independence from,24.0,formed the United States of America,13.0,provisional government was formed which proclaimed their independence,85.0,Great Britain,24.0,formed the United States of America.,65.5,"Britain's possessions in the New World,"
8006,46.875,Michael Rooker -- ,who played yondu in guardians of the galaxy 2,76.5,Michael Rooker - wikipedia Michael Rooker,60.0,"Michael Rooker (born April 6, 1955) is an American actor known for playing the title role in Henry: Portrait of a Serial Killer.",11.5,"Merle Dixon in The Walking Dead, Frank Bailey in Mississippi Burning, Hal Tucker in Cliffhanger, and Rowdy Burns in Days of Thunder.",100.0,Michael Rooker,16.0,"Yondu Udonta in Guardians of the Galaxy (2014) and its sequel, Guardians of the Galaxy Vol. 2"
2490,46.875,Stop Making Sense ( 1984 ) -- ,movie talking heads this must be the place,19.0,wikipedia,27.0,"decorates his upscale apartment, and again over the closing credits.",43.0,sixties-style living-room,93.5,"Stop Making Sense,",24.0,home movies
5784,46.833333333333336,New England Patriots -- Atlanta Falcons -- ,who played in the super bowl this year,73.5,The American Football Conference ( AFC ) champion New England Patriots,0.0,No Edit,0.0,2017,73.5,"The American Football Conference (AFC) champion New England Patriots,",67.0,"New England Patriots defeated the National Football Conference (NFC) champion Atlanta Falcons, 34–28."
9372,46.75,1968 -- ,when did the jets last play in the super bowl,25.0,2010,75.0,1983,75.0,1983,25.0,2010,12.0,(1960–1969) National Football League (1970–present)
5761,46.75,in large part by state and federal payroll taxes levied against employers -- ,where does the funds for unemployment come from,49.5,"workers , employers , and taxpayers",20.0,cash transfers based on contributions,49.5,"workers, employers, and taxpayers",49.5,"workers, employers, and taxpayers",68.0,payroll taxes on employers and employees
6893,46.75,Emma Watson -- Daisy Duczmal -- ,who played belle in new beauty and the beast,79.0,Emma Watson and Dan Stevens,0.0,No Edit,0.0,No Edit,79.0,Emma Watson and Dan Stevens,14.5,"1991 animated film of the same name, itself an adaptation of Jeanne-Marie Leprince de Beaumont's 1756"
2560,46.75,Hastings -- ,where is the hottest place in new zealand,12.0,10 ° C ( 50 ° F ) in the south to 16 ° C ( 61 ° F ) in the north,15.0,places west of the Southern Alps.,100.0,Hastings,15.0,north,57.0,Hastings is the warmest city on average with 25.5 °C followed by Gisborne with 24.9 °C and Napier with 24.5 °C.
1028,46.75,"a 17 - year - old boy , who , after the death of his mother , moves in with his estranged relatives , the Codys , a criminal family clan governed by matriarch Smurf -- ",what is the tv show animal kingdom about,39.5,family drama,0.0,No Edit,0.0,No Edit,60.0,a 17-year-old boy,33.5,Animal Kingdom is an American drama television series
4360,46.75,1853 -- ,when did the last convict ship reach tasmania,12.0,19th century,50.0,1848,50.0,1828,75.0,1803,12.0,19th century
9503,46.75,Rainn Wilson -- ,who plays the alien in monsters vs aliens,18.5,Monsters vs. Aliens - wikipedia Monsters vs. Aliens,59.5,"Reese Witherspoon, Seth Rogen, Hugh Laurie, Will Arnett, Rainn Wilson, Kiefer Sutherland, Stephen Colbert, and Paul Rudd.",10.0,Gallaxhar,59.5,"Reese Witherspoon, Seth Rogen, Hugh Laurie, Will Arnett, Kiefer Sutherland, Rainn Wilson, Paul Rudd, and Stephen Colbert.",58.0,"features the voices of Reese Witherspoon, Seth Rogen, Hugh Laurie, Will Arnett, Kiefer Sutherland, Rainn Wilson, Paul Rudd, and Stephen Colbert."
6700,46.75,1993 - 1996 -- ,when did the taliban start to take over pakistan,46.0,1979,45.0,1996 until late 2001,50.0,1996 to 2001,46.0,1994,46.0,1994
2312,46.75,110 - 120 -- ,how many atom bombs are there in india,80.0,110,17.0,between 40 and 95,50.0,between 90 and 110,80.0,110,40.0,150
683,46.75,David Warner -- ,who played jack the ripper in time after time,11.0,"liberated employee Amy Robbins , who says she had directed Stevenson to the Hyatt Regency hotel . Confronted by his one - time friend Herbert",12.0,cast,59.5,"Time After Time is a 1979 American science fiction film starring Malcolm McDowell, David Warner and Mary Steenburgen.",58.5,"Time After Time is a 1979 American Metrocolor science fiction film starring Malcolm McDowell, David Warner, and Mary Steenburgen",57.0,"Time After Time is a 1979 American science fiction film directed by screenwriter Nicholas Meyer and starring Malcolm McDowell, David Warner, and Mary Steenburgen."
2160,46.625,Dorothy Dwan -- ,who portrayed dorothy in the 1925 wizard of oz,100.0,Dorothy Dwan,35.0,"Larry Semon,",16.5,"Larry Semon, who also appears in a lead role—that of a farmhand disguised as a Scarecrow.",100.0,Dorothy Dwan.,35.0,"Larry Semon,"
374,46.625,13 June 1990 and finished in 1992 -- ,when did they take down the berlin wall,84.0,demolition officially began on 13 June 1990 and finished in 1992,27.0,parts of the wall were chipped away by a euphoric public and by souvenir hunters,16.0,1989,83.5,demolition officially began on 13 June 1990 and finished in 1992.[3],60.0,demolition of the Wall officially began on 13 June 1990 and was completed in 1994.[1]
5117,46.5,2018 -- ,when was the last time an nba team swept in the finals,100.0,2018,5.5,The Spurs swept the Cavaliers 4-0.,5.5,The Spurs swept the Cavaliers 4-0.,75.0,2017,100.0,2018
818,46.5,"in the UK on July 16 , 2018 -- in Canada in September 2018 -- ",when is the new series of the next step coming out,92.5,"2018 , and in the UK on July 16 , 2018",0.0,No Edit,26.0,"8, 2013",64.0,2018,49.5,"September 18, 2020,[update]"
6222,46.5,Laura Main -- ,who plays dr turner's wife in call the midwife,74.5,Laura Main - Wikipedia Laura Main,0.0,No Edit,57.0,Laura Main is a Scottish singer and actress best known for her role as Sister Bernadette in BBC1 drama series Call the Midwife.[1],56.5,Laura Main is a Scottish actress known for her role as Sister Bernadette (later called Shelagh Turner) in the BBC1 drama series Call the Midwife.[2],26.0,the Midwife.[1]
4609,46.5,mineral products -- machinery and transportation equipment -- ,what are the main imports of sri lanka,47.0,"tourism , tea export , apparel , textile , rice production and other agricultural products",47.0,"tourism, tea export, apparel, textile, rice production and other agricultural products",56.0,"rice, grain and other agricultural products",47.0,"tourism, tea export, apparel, textile, rice production and other agricultural products",36.0,"China, India and the UAE"
9841,46.5,March 2018 -- ,when will the norwich northern bypass be finished,61.0,17 April 2018,22.5,the road would be opened to traffic by the end of 2012,36.0,by the end of 2012,66.5,the road is scheduled to be completed by March 2018.,61.0,"17 April 2018,"
7460,46.5,expected to be complete by 2019 -- ,when will the yorkshire man of steel be erected,61.0,work is expected to begin in 2017,0.0,No Edit,17.0,2015,61.5,2019,61.0,work is expected to begin in 2017
8993,46.5,Raja Todar Mal -- ,who rebuilt kashi vishwanath temple in 16 16th century,36.0,a Gujarati merchant,59.0,"Todar Mal, the Revenue Minister of Akbar's",55.0,"the Maratha monarch,",36.0,a Gujarati merchant,36.0,a Gujarati merchant
3143,46.5,Lauren Christine German -- ,who plays lori weston on hawaii five o,0.0,.,86.0,Lauren German,100.0,Lauren Christine German,0.0,.,0.0,.
7453,46.5,Mustafa Kemal -- ,who led the turkish counterattack at chunuk bair,19.0,Otago and Wellington Infantry Battalions,22.0,"General Alexander Godley,",30.0,"Major Cecil Allanson,",100.0,Mustafa Kemal.,34.0,"Colonel Johnston,"
4154,46.5,males -- ,where the lions of tsavo male or female,8.5,"male lions , and actively participate in hunting . Their prides are unique in that they frequently have only a single male",100.0,males,56.0,maneless male,15.0,Redirect,15.0,Redirect
4487,46.5,Brockton High School -- ,what is the biggest high school in massachusetts,39.0,one of the largest high schools in the United States,47.0,one of the largest high schools in country,46.5,one of the largest high schools in the United States and the largest high school in Massachusetts.[2],46.5,one of the largest high schools in the United States and the largest high school in Massachusetts.[4],46.0,one of the largest high schools in the United States[3] and the largest high school in Massachusetts.[4]
4176,46.5,Tim Hardin -- ,who sang the original version of if i were a carpenter,32.0,Johnny Hallyday,38.0,Bobby Darin,100.0,Tim Hardin.,32.0,Johnny Hallyday,16.0,former Led Zeppelin vocalist Robert Plant
4794,46.5,"December 16 , 2016 -- ",when did rogue one a star wars story come out,70.0,2016,0.0,No Edit,0.0,No Edit,70.0,2016,23.0,"a week before A New Hope,"
3152,46.375,Greece -- ,which country's team always leads the olympic opening procession,100.0,Greece,5.5,country's delegation is led by a sign with the name of their country and by their nation's flag,16.0,their nation's flag,100.0,Greece,64.0,since the 1928 Summer Olympics Greece
