,Question,GT Answer,GT Topic,2008 Predicted,2008 Topic,2014 Bleu Score,2014 Predicted,2014 Topic,2016 Bleu Score,2016 Predicted,2016 Topic,2018 Bleu Score,2018 Predicted,2018 Topic,2020 Bleu Score,2020 Predicted,2020 Topic,2021 Bleu Score,2021 Predicted,2021 Topic,max - min
1988,list the seven gifts of the holy spirit,"['wisdom', 'wisdom , understanding , counsel , fortitude , knowledge , piety , and fear of the Lord']",Seven gifts of the Holy Spirit,"Isaiah 11:2-3, Capital Virtues, fortitude, piety, and fear of the Lord","{'Isaiah 11:2-3': 'Seven gifts of the Holy Spirit', 'Capital Virtues': 'Seven gifts of the Holy Spirit', 'fortitude, piety, and fear of the Lord': 'Seven gifts of the Holy Spirit'}",63.63636363636363,"wisdom, understanding, counsel, knowledge, fortitude, piety, and fear of the Lord",Seven gifts of the Holy Spirit,100.0,"wisdom, understanding, counsel, knowledge, fortitude, piety, and fear of the Lord",Seven gifts of the Holy Spirit,81.81818181818183,"wisdom, intellect, counsel, fortitude, science, piety, and fear of the Lord",Seven gifts of the Holy Spirit,83.33333333333334,"wisdom, understanding, counsel, fortitude, knowledge, piety, and awe (fear) of the Lord",Seven gifts of the Holy Spirit,100.0,"wisdom, understanding, counsel, fortitude, knowledge, piety, and fear of the Lord",Seven gifts of the Holy Spirit,36.36363636363637
1989,where is beijing located on the world map,"['in northern China', '39 ° 55 ′ N 116 ° 23 ′ E \ufeff / \ufeff 39.917 ° N 116.383 ° E', 'northern China']",Beijing,"39.9056, 116.3914, North China Plain, the largest city in the world","{'39.9056, 116.3914': 'Beijing', 'North China Plain': 'Beijing', 'the largest city in the world': 'Beijing'}",49.12384518467891,second busiest in the world,Beijing,0.0,29th,Beijing,12.500000000000004,Beijing also ranks among the most populous cities,Beijing,50.0,Northern China,Beijing,62.5,second highest earning tourist city in the world,Beijing,62.5
1990,when did the legal drinking age changed to 21,"['By mid-1988', 'October 1986']",U.S. history of alcohol minimum purchase age by state,,None,-1.0,None,None,0.0,July 2010,U.S. history of alcohol minimum purchase age by state,100.0,July 2010,U.S. history of alcohol minimum purchase age by state,100.0,mid-1988,U.S. history of alcohol minimum purchase age by state,100.0,mid-1988,U.S. history of alcohol minimum purchase age by state,101.0
1991,a player that can shoot pass or dribble is considered to be,['Triple threat'],Basketball moves,"Allen Iverson and Steve Nash, finger roll is performed when a player holds the ball with one hand during a layup and then lifts his fingers, rolling the ball into the basket. The rolling motion provides the ball with a soft touch, and the ball will roll around the rim and then drop into the basket. Former San Antonio Spurs guard ""The Iceman"" George Gervin was known for having one of the best finger rolls in the game, while current NBA star Tracy McGrady is renowned for his smooth finger rolls as well.
Tear drop, Tracy McGrady is an excellent example of this, and often gains extra free throw attempts due to his skill in ball faking. J.J. Redick of Duke University and now the Orlando Magic was also a great pump-faker","{'Allen Iverson and Steve Nash': 'Basketball moves', 'finger roll is performed when a player holds the ball with one hand during a layup and then lifts his fingers, rolling the ball into the basket. The rolling motion provides the ball with a soft touch, and the ball will roll around the rim and then drop into the basket. Former San Antonio Spurs guard ""The Iceman"" George Gervin was known for having one of the best finger rolls in the game, while current NBA star Tracy McGrady is renowned for his smooth finger rolls as well.\nTear drop': 'Basketball moves', 'Tracy McGrady is an excellent example of this, and often gains extra free throw attempts due to his skill in ball faking. J.J. Redick of Duke University and now the Orlando Magic was also a great pump-faker': 'Basketball moves'}",35.71428571428572,Michael Jordan and Kobe Bryant are known to be masters of the pump fake,Basketball moves,100.0,Michael Jordan,Basketball moves,0.0,jump-shoot,Basketball moves,0.0,Power move,Basketball moves,100.0,jump-shoot,Basketball moves,100.0
1992,where does the spinal cord become cauda equina,"['L1 or L2', 'from the lumbar enlargement and the conus medullaris', 'the conus medullaris']",Cauda equina,"a lumbar puncture is performed in order to get a sample of cerebral spinal fluid (CSF) for diagnostic purposes, lower end of the spinal column","{'a lumbar puncture is performed in order to get a sample of cerebral spinal fluid (CSF) for diagnostic purposes': 'Cauda equina', 'lower end of the spinal column': 'Cauda equina'}",60.653065971263345,conus medullaris,Cauda equina,90.0,lumbar enlargement and the conus medullaris of the spinal cord,Cauda equina,-1.0,None,None,100.0,lumbar enlargement and the conus medullaris of the spinal cord,Cauda equina,100.0,lumbar enlargement and the conus medullaris of the spinal cord,Cauda equina,101.0
1993,when did clifford the big red dog first air on tv,"['September 4 , 2000']",Clifford the Big Red Dog (TV series),,None,28.57142857142857,"September 4, 2000 to February 25, 2003",Clifford the Big Red Dog (TV series),100.0,"September 4, 2000 to February 25, 2003",Clifford the Big Red Dog (TV series),100.0,"September 4, 2000 to February 25, 2003",Clifford the Big Red Dog (TV series),100.0,"September 4, 2000 to February 25, 2003",Clifford the Big Red Dog (TV series),71.65313105737893,"September 4, 2000",Clifford the Big Red Dog (TV series),71.42857142857143
1994,when was the last time kentucky won ncaa,['2012'],Kentucky Wildcats men's basketball,"1972, 1996, 1976","{'1972': ""Kentucky Wildcats men's basketball"", '1996': ""Kentucky Wildcats men's basketball"", '1976': ""Kentucky Wildcats men's basketball""}",0.0,2002–2003,Kentucky Wildcats men's basketball,0.0,1999–2007,Kentucky Wildcats men's basketball,0.0,2002–,Kentucky Wildcats men's basketball,100.0,2002–,Kentucky Wildcats men's basketball,100.0,2002–,Kentucky Wildcats men's basketball,100.0
1995,what was guantanamo bay before it was a prison,['Guantanamo Bay Naval Base'],Guantanamo Bay detention camp,"Camp X-Ray, Guantanamo Bay Naval Base, the Guantanamo Bay Naval Base","{'Camp X-Ray': 'Guantanamo Bay detention camp', 'Guantanamo Bay Naval Base': 'Guantanamo Bay detention camp', 'the Guantanamo Bay Naval Base': 'Guantanamo Bay detention camp'}",100.0,Guantanamo Camp,Guantanamo Bay detention camp,100.0,Guantanamo Camp,Guantanamo Bay detention camp,50.0,Camp Delta,Guantanamo Bay detention camp,100.0,Camp Delta,Guantanamo Bay detention camp,100.0,Camp X-Ray,Guantanamo Bay detention camp,50.0
1996,who was the 19th c. artist who was both painter and graphic designer,['René Georges Hermann - Paul'],List of French artists,"Napoleon III of France, Denis Diderot, Seventeenth century","{'Napoleon III of France': 'List of French artists', 'Denis Diderot': 'List of French artists', 'Seventeenth century': 'List of French artists'}",-1.0,None,None,100.0,Napoleon III of France,List of French artists,-1.0,None,None,-1.0,None,None,100.0,Napoleon III of France,List of French artists,101.0
1997,what is dj's boyfriends name on full house,"['Steve Hale', ""Steven `` Steve '' Hale""]",List of Full House and Fuller House characters,,None,-1.0,None,None,-1.0,None,None,100.0,Steve,List of Full House and Fuller House characters,100.0,Steve,List of Full House and Fuller House characters,100.0,Steve,List of Full House and Fuller House characters,101.0
1998,who plays brad pitt's daughter in moneyball,['Kerris Lilla Dorsey'],Kerris Dorsey,,None,100.0,Kerris Lilla Dorsey,Kerris Dorsey,100.0,Kerris Lilla Dorsey,Kerris Dorsey,13.53352832366127,Dorsey,Kerris Dorsey,100.0,Dorsey,Kerris Dorsey,100.0,Dorsey,Kerris Dorsey,86.46647167633873
1999,who won season 2 of real chance of love,"['Jackie DaFonseca', 'Doll']",Real Chance of Love (season 2),,None,0.0,The Pink Team,Real Chance of Love (season 2),100.0,The Pink Team,Real Chance of Love (season 2),100.0,The Pink Team,Real Chance of Love (season 2),-1.0,None,None,100.0,The Pink Team,Real Chance of Love (season 2),101.0
2000,where did huntington's disease get its name,['the physician George Huntington'],Huntington's disease,"New York physician George Huntington, Juvenile HD, chromosome 4","{'New York physician George Huntington': ""Huntington's disease"", 'Juvenile HD': ""Huntington's disease"", 'chromosome 4': ""Huntington's disease""}",50.0,the US,Huntington's disease,6.666666666666667,not all patients develop chorea and due to the importance of cognitive and behavioral problems,Huntington's disease,100.0,George Huntington,Huntington's disease,50.0,Huntington's chorea,Huntington's disease,10.000000000000002,"Huntington's chorea, is a neurodegenerative disease that is mostly inherited",Huntington's disease,93.33333333333333
2001,the house of rules committee is an important part of the legislative process because it,"['in charge of determining under what rule other bills will come to the floor', 'is in charge of determining under what rule other bills will come to the floor']",United States House Committee on Rules,"it is in charge of determining under what ""rule"" other bills will come to the floor, Subcommittees, Rules Committee exerts vast power in the House. As such, it is very important that the Rules Committee be tightly controlled by the majority party","{'it is in charge of determining under what ""rule"" other bills will come to the floor': 'United States House Committee on Rules', 'Subcommittees': 'United States House Committee on Rules', 'Rules Committee exerts vast power in the House. As such, it is very important that the Rules Committee be tightly controlled by the majority party': 'United States House Committee on Rules'}",100.0,"it is in charge of determining under what ""rule"" other bills will come to the floor",United States House Committee on Rules,100.0,"it is in charge of determining under what ""rule"" other bills will come to the floor",United States House Committee on Rules,100.0,"it is in charge of determining under what ""rule"" other bills will come to the floor",United States House Committee on Rules,23.914355270230082,The committee is often considered one of the most powerful committees as it influences the introduction and process of legislation through the House,United States House Committee on Rules,100.0,The committee is often considered one of the most powerful committees as it influences the introduction and process of legislation through the House,United States House Committee on Rules,76.08564472976991
2002,which nfl coach has the most superbowl rings,['Bill Belichick'],List of Super Bowl head coaches,,None,0.0,Chuck Noll,List of Super Bowl head coaches,-1.0,None,None,-1.0,None,None,0.0,Coaches with multiple Super Bowl appearances,List of Super Bowl head coaches,0.0,Mike Holmgren and Dan Reeves,List of Super Bowl head coaches,1.0
2003,turkey stuffed with a duck stuffed with a chicken,['Turducken'],Turducken,"Cajun, Turducken, 1985","{'Cajun': 'Turducken', 'Turducken': 'Turducken', '1985': 'Turducken'}",100.0,Turducken,Turducken,100.0,Turducken,Turducken,100.0,Turducken,Turducken,100.0,Turducken,Turducken,100.0,Turducken,Turducken,0.0
2004,who won the first season of america's got talent,['Bianca Ryan'],America's Got Talent (season 1),"Bianca Ryan, Rudi Macaggi, Bianca Ryan","{'Bianca Ryan': ""America's Got Talent (season 1)"", 'Rudi Macaggi': ""America's Got Talent (season 1)""}",100.0,Bianca Ryan,America's Got Talent (season 1),100.0,Bianca Ryan,America's Got Talent (season 1),100.0,Bianca Ryan,America's Got Talent (season 1),100.0,Bianca Ryan,America's Got Talent (season 1),100.0,Bianca Ryan,America's Got Talent (season 1),0.0
2005,how many books are in the one piece series,"['83', 'more than 80']",List of One Piece manga volumes,,None,22.22222222222222,"over 700 chapters and more than 70 ""tankōbon"" volumes",List of One Piece manga volumes,88.88888888888889,"over 800 chapters and more than 80 ""tankōbon"" volumes",List of One Piece manga volumes,100.0,"over 800 chapters and more than 80 ""tankōbon"" volumes",List of One Piece manga volumes,0.0,97,List of One Piece manga volumes,0.0,99,List of One Piece manga volumes,100.0
2006,where are the winter olympic games being held this year,"['Pyeongchang County , Gangwon Province , South Korea', 'Pyeongchang County , South Korea']",2018 Winter Olympics,"2018 Winter Olympics, officially known as the XXIII Olympic Winter Games, will be celebrated in 2018, and are an international winter sports athletic event that has yet to be organized by the International Olympic Committee (IOC). The organization, under the leadership of Jacques Rogge, is currently preparing to mount calls for cities to bid for the honor of hosting the event. The deadline for bids is January 2009. The winning bid should be announced in mid-2011.
Potential bids.
Europe.
On July 4, 2007 Sochi, Russia","{'2018 Winter Olympics, officially known as the XXIII Olympic Winter Games, will be celebrated in 2018, and are an international winter sports athletic event that has yet to be organized by the International Olympic Committee (IOC). The organization, under the leadership of Jacques Rogge, is currently preparing to mount calls for cities to bid for the honor of hosting the event. The deadline for bids is January 2009. The winning bid should be announced in mid-2011.\nPotential bids.\nEurope.\nOn July 4, 2007 Sochi, Russia': '2018 Winter Olympics'}",34.227807935506135,"Pyeongchang, South Korea",2018 Winter Olympics,66.66666666666666,"PyeongChang, South Korea",2018 Winter Olympics,75.0,"Pyeongchang County, South Korea",2018 Winter Olympics,83.33333333333334,"Pyeongchang County, Gangwon Province, South Korea",2018 Winter Olympics,100.0,"Pyeongchang County, Gangwon Province, South Korea",2018 Winter Olympics,65.77219206449386
2007,how many quarterbacks have a receiving touchdown in the superbowl,['1'],List of Super Bowl records,Super Bowl records.,{'Super Bowl records.': 'List of Super Bowl records'},0.0,back of the end zone in 1974,List of Super Bowl records,4.081632653061224,"Combined rushing and passing
Single team.
Record holder team listed first.
Rushing.
Single team.
Record holder team listed first.
Passing.
Single team.
Record holder team listed first.
First downs.
Single team.
Record holder team listed first.
Defense.
Single team.
Record holder team listed first.
Fumbles.
Single team.
Record holder team listed first.
Turnovers.
Turnovers are defined as the number of times losing the ball on interceptions and fumbles.",List of Super Bowl records,75.0,"Defense.
Single team.
Record holder team listed first.
Fumbles.
Single team.
Record holder team listed first.
Turnovers.
Turnovers are defined as the number of times losing the ball on interceptions and fumbles.
Single team.
Record holder team listed first.
Kickoff returns.
Single team.
Record holder team listed first.
Punting.
Single team.
Record holder team listed first.
Punt returns.
Single team.
Record holder team listed first.
Penalties.
Single team.
Record holder team listed first.
Non-occurrences.",List of Super Bowl records,-1.0,None,None,0.0,P = pass reception TD,List of Super Bowl records,76.0
