,Question,GT Answer,GT Topic,2008 Bleu Score,2008 Predicted,2008 Topic,2014 Bleu Score,2014 Predicted,2014 Topic,2016 Bleu Score,2016 Predicted,2016 Topic,2018 Bleu Score,2018 Predicted,2018 Topic,2020 Bleu Score,2020 Predicted,2020 Topic,2021 Bleu Score,2021 Predicted,2021 Topic,max - min
1902,who is the quarterback for the green bay packers,['Aaron Rodgers'],List of Green Bay Packers starting quarterbacks,0.0,Miami Dolphins starting quarterbacks,List of Miami Dolphins starting quarterbacks,0.0,quarterbacks,List of Green Bay Packers starting quarterbacks,0.0,quarterbacks,List of Green Bay Packers starting quarterbacks,100.0,Aaron Rodgers,List of Green Bay Packers starting quarterbacks,100.0,Aaron Rodgers,List of Green Bay Packers starting quarterbacks,100.0,Aaron Rodgers,List of Green Bay Packers starting quarterbacks,100.0
1903,georgia out of angus thongs and perfect snogging,"['Georgia Groome as Georgia Nicolson', 'Georgia Groome']","Angus, Thongs and Perfect Snogging",0.0,panties,Naughty &amp; Nice,0.0,fraternal twins,"Angus, Thongs and Perfect Snogging",0.0,Robbie,"Angus, Thongs and Perfect Snogging",1.724137931034483,"Georgia and her friends, Jas, Ellen and Rosie spot two new brothers that have just moved to Eastbourne from London, fraternal twins Robbie and Tom. The girls follow the boys, who are exploring Eastbourne with their friend Dave ""the Laugh"".
Georgia then hatches a plan to get close to Robbie. Realizing that Robbie likes cats she pretends her cat, Angus, has gone missing. Jas has Angus on a leash, but he escapes and Tom rescues him. Jas and Tom begin dating while Robbie is dating Georgia's rival - Lindsay.
In the midst of all this, Georgia's father has been offered a job in New Zealand, and he goes to New Zealand to prepare for the family to move out with him. During his absence, Georgia's mum hires a handsome builder called Jem to re-do the living room, and begins to spend increasingly longer periods of time with him, making Georgia worried as to the state of her parents marriage.
In an attempt to ""grow up"" for Robbie, Georgia then goes to have ""snogging lessons"" with Peter Dyer","Angus, Thongs and Perfect Snogging",0.0,Release.,"Angus, Thongs and Perfect Snogging",0.0,Robbie,"Angus, Thongs and Perfect Snogging",1.724137931034483
1904,who has appeared in the most royal rumbles,"[""Isaac Yankem / `` Diesel '' / Kane""]",Royal Rumble,0.0,A new entrant came out approximately every 90 seconds.,Royal Rumble (2004),0.0,Top wrestlers with the most eliminations,Royal Rumble,0.09118819655545163,Diesel,Royal Rumble (1994),0.0,"Randy Orton won the titular Royal Rumble match by last eliminating Roman Reigns, making him the seventh",Royal Rumble (2017),0.0,Borga,Royal Rumble (1994),0.0,Giant González,Royal Rumble (1993),0.09118819655545163
1905,who sang the song if loving you is wrong i don't want to be right,"['Luther Ingram', 'The Emotions']",(If Loving You Is Wrong) I Don't Want to Be Right,100.0,Luther Ingram,(If Loving You Is Wrong) I Don't Want to Be Right,100.0,Luther Ingram,(If Loving You Is Wrong) I Don't Want to Be Right,100.0,Luther Ingram,(If Loving You Is Wrong) I Don't Want to Be Right,100.0,Luther Ingram,(If Loving You Is Wrong) I Don't Want to Be Right,100.0,Luther Ingram,(If Loving You Is Wrong) I Don't Want to Be Right,100.0,Luther Ingram,(If Loving You Is Wrong) I Don't Want to Be Right,0.0
1906,when is the 5th round fa cup played,"['16 February 2018', '29 January 2018', 'February 2018']",2017–18 FA Cup,0.0,"The 1998 FA Cup Final was contested by Arsenal and Newcastle United at Wembley. Arsenal won 2–0, with goals by Marc Overmars and Nicolas Anelka.",1998 FA Cup Final,18.181818181818183,Matches played on the weekend of 16 February and 17 February,2001–02 FA Cup,18.181818181818183,Matches played on the weekend of 16 February and 17 February,2001–02 FA Cup,13.043478260869565,The draw for the Fifth Round Proper took place on 29 January 2018 at 19:20 GMT and was broadcast live on BBC One,2017–18 FA Cup,18.181818181818183,The final was played on 25 February 2018 at Wembley Stadium,2017–18 EFL Cup,18.181818181818183,The final was played on 25 February 2018 at Wembley Stadium,2017–18 EFL Cup,18.181818181818183
1907,who built the tower of london in 1066,['William the Conqueror'],Tower of London,0.0,Royal,Tower of London (disambiguation),0.0,Royal residence in London.,Tower of London (disambiguation),0.0,Royal residence in London.,Tower of London (disambiguation),0.0,Royal residence in London.,Tower of London (disambiguation),0.0,Royal residence in London.,Tower of London (disambiguation),0.0,Royal residence in London.,Tower of London (disambiguation),0.0
1908,when did seat belts become law in ontario,"['January 1 , 1976']",Seat belt legislation in Canada,23.88437701912631,"January 31, 1983",Seat belt legislation,47.76875403825262,"January 1, 1976",Seat belt legislation in Canada,47.76875403825262,"January 1, 1976",Seat belt legislation in Canada,47.76875403825262,"January 1, 1976",Seat belt legislation in Canada,47.76875403825262,"January 1, 1976",Seat belt legislation in Canada,47.76875403825262,"January 1, 1976",Seat belt legislation in Canada,23.88437701912631
1909,what is the role of anaerobic respiration in living things,"['ATP synthesis from ADP and inorganic phosphate', 'respiration using electron acceptors other than molecular oxygen']",Anaerobic respiration,14.285714285714285,transport of oxygen from the ambient air to the tissue cells and the transport of carbon dioxide in the opposite direction,Respiration (physiology),14.285714285714285,Anaerobic respiration is used mainly by prokaryotes that live in environments devoid of oxygen,Anaerobic respiration,12.500000000000004,prokaryotes that live in environments devoid of oxygen,Anaerobic respiration,12.500000000000004,significantly impacts the carbon cycle and global warming,Anaerobic respiration,28.57142857142857,anaerobic respiration is less efficient than aerobic,Anaerobic respiration,28.57142857142857,anaerobic respiration is less efficient than aerobic,Anaerobic respiration,16.071428571428566
1910,where does the band imagine dragons come from,"['Las Vegas , Nevada']",Imagine Dragons,0.0,Good Year,Imaginet,0.0,"English-language song, ""Broken Vow"",",Imaginer,0.0,"English-language song, ""Broken Vow"",",Imaginer,0.0,"English-language song, ""Broken Vow"",",Imaginer,0.0,collapsing glacier,Imagine (Ariana Grande song),0.0,collapsing glacier,Imagine (Ariana Grande song),0.0
1911,what is the function of the cartilaginous rings in the trachea,['reinforce the front and sides of the trachea to protect and maintain the airway'],Trachea,0.8520511068835797,separates the openings,Carina tracheae,6.703200460356394,The long term significance of tracheal ring fractures is unknown,Tracheotomy,0.8520511068835797,life-threatening airway obstruction,Tracheotomy,13.406400920712787,Trachea is a genus of moths of the Noctuidae family.,Trachea (moth),20.762737819005643,enabling the performance of the main dilation in a single step,Tracheotomy,20.762737819005643,enabling the performance of the main dilation in a single step,Tracheotomy,19.910686712122065
1912,when is the season finale of designated survivor,"['May 16 , 2018']",Designated Survivor (season 2),0.0,final four,Richard Hatch (reality TV),23.88437701912631,"May 16, 2010",Sandra Diaz-Twine,0.0,"season eight),",Jenna Lewis,23.88437701912631,"May 6, 2016",Designated Survivor (TV series),23.88437701912631,"May 11, 2017",Designated Survivor (season 2),23.88437701912631,"May 11, 2017",Designated Survivor (season 2),23.88437701912631
1913,when was the last time the eu was audited,['1994'],European Court of Auditors,100.0,1994,European Court of Auditors,100.0,1994,European Court of Auditors,100.0,1994,European Court of Auditors,100.0,1994,European Court of Auditors,100.0,1994,European Court of Auditors,100.0,1994,European Court of Auditors,0.0
1914,where did the tradition of gift giving come from,['in ancient Rome with gift - giving during the Saturnalia holiday'],Christmas gift,7.243303475117973,donated to the Blythedale Children’s Hospital,A New York Christmas,25.0,"country life, friendship, and the joy of giving during the Christmas season",A Christmas Memory,25.0,"country life, friendship, and the joy of giving during the Christmas season",A Christmas Memory,0.0,Christmas,Christmas Gift,0.0,Christmas,Christmas Present,0.0,Christmas,Christmas Present,25.0
1915,where does the cell spend most of its time in the cell cycle,['Interphase'],Interphase,100.0,Interphase,Interphase,100.0,Interphase,Interphase,100.0,Interphase,Interphase,100.0,Interphase,Interphase,100.0,Interphase,Interphase,100.0,Interphase,Interphase,0.0
1916,how many us states currently use capital punishment,"['31', '31 states']",Capital punishment in the United States,10.000000000000002,its use is declining in most of the 36 states,Capital punishment in the United States,50.0,separate states,Capital punishment by the United States federal government,50.0,separate states,Capital punishment by the United States federal government,7.1428571428571415,Most such sentences were given in states which have active death state penalty statutes,Capital punishment by the United States federal government,0.0,local prosecutors have the final say with no involvement from the state attorney general,Capital punishment by the United States federal government,0.0,local prosecutors have the final say with no involvement from the state attorney general,Capital punishment by the United States federal government,50.0
1917,who plays yoda in revenge of the sith,['Frank Oz'],Yoda,0.0,Vandar Tokare,Yoda,0.0,"Yōsuke, Yosuke",Yōsuke,0.0,"Yōsuke, Yosuke",Yōsuke,0.0,voice actor,Yōji Ueda,0.0,"Kanji Sasahara (""Genshiken"") and Yasunobu Hattori",Takanori Ōyama,0.0,"Kanji Sasahara (""Genshiken"") and Yasunobu Hattori",Takanori Ōyama,0.0
1918,what kind of national legislature did the constitution created,['bicameral Congress'],United States Constitution,0.0,"The United States Constitution was completed on September 17, 1787 and the history of the United States is divided up below into pre- and post-constitution",Timeline of United States history,100.0,bicameral Congress,United States Constitution,100.0,bicameral Congress,United States Constitution,100.0,bicameral Congress,United States Constitution,100.0,bicameral Congress,Constitution of the United States,100.0,bicameral Congress,Constitution of the United States,100.0
1919,where did the california gold rush take place,"['Sierra Nevada', 'Sierra Nevada and Northern California goldfields']",California Gold Rush,33.33333333333333,"Sutter's Mill, California",California Gold Rush,50.0,"Coloma, California",California Gold Rush,50.0,"Coloma, California",California Gold Rush,50.0,"Coloma, California",California Gold Rush,50.0,"Coloma, California",California Gold Rush,50.0,"Coloma, California",California Gold Rush,16.66666666666667
1920,tumhi ho bandhu sakha tumhi cast real name,['Chandni Bhagwanani'],Tum Hi Ho Bandhu Sakha Tumhi,0.0,Saif Ali Khan and Rani Mukerji,Hum Tum,0.0,Nakul Kapoor and Aarti Chhabria,Tum Se Achcha Kaun Hai,0.0,"Neil Bhatt, Kabir K, Sreejita De and Chandini bhagwanani",Tum Hi Ho Bandhu Sakha Tumhi,0.0,"Neil Bhatt, Kabir K, Sreejita De and Chandini bhagwanani",Tum Hi Ho Bandhu Sakha Tumhi,0.0,"Neil Bhatt, Kabeer Kumar, Sreejita De and Chandini bhagwanani",Tum Hi Ho Bandhu Sakha Tumhi,0.0,"Neil Bhatt, Kabeer Kumar, Sreejita De and Chandini bhagwanani",Tum Hi Ho Bandhu Sakha Tumhi,0.0
1921,who wrote the words to god save the queen,"['author of the tune is unknown and it may originate in plainchant , but a 1619 attribution to John Bull is sometimes made']",God Save the Queen,0.0,Madness,God Save the Queen,0.21629238007801585,God Save the King,God Save the Queen (disambiguation),0.0,Queen,God Save the King (disambiguation),0.0,Queen,God Save the King (disambiguation),0.0,Queen,God Save the King (disambiguation),9.996241358621184,"God Save the Queen"" is the national anthem of the United Kingdom",God Save the Queen (disambiguation),9.996241358621184
1922,who plays the dwarf king in the hobbit,['Richard Crispin Armitage'],Richard Armitage (actor),0.0,William Russell,William Russell (actor),60.653065971263345,Richard Armitage,Richard Armitage,30.326532985631673,Graham Armitage,Graham Armitage,30.326532985631673,Richard O'Brien,Richard O'Brien (disambiguation),30.326532985631673,Graham Armitage,Graham Armitage,30.326532985631673,Graham Armitage,Graham Armitage,60.653065971263345
