,Question,GT Answer,GT Topic,2008 Bleu Score,2008 Predicted,2008 Topic,2014 Bleu Score,2014 Predicted,2014 Topic,2016 Bleu Score,2016 Predicted,2016 Topic,2018 Bleu Score,2018 Predicted,2018 Topic,2020 Bleu Score,2020 Predicted,2020 Topic,2021 Bleu Score,2021 Predicted,2021 Topic,max - min
2037,when was it was not death for i stood up published,"['1890', '1891']",List of Emily Dickinson poems,0.0,1092,List of Emily Dickinson poems,-1.0,None,None,0.0,1981,List of Emily Dickinson poems,0.0,1981,List of Emily Dickinson poems,-1.0,None,None,0.0,1981,List of Emily Dickinson poems,1.0
2038,where was the german fleet scuttled in 1919,"['Scapa Flow , Orkney , Scotland', ""at the Royal Navy 's base at Scapa Flow , in Scotland""]",Scuttling of the German fleet in Scapa Flow,-1.0,None,None,13.53352832366127,Scapa Flow,Scuttling of the German fleet in Scapa Flow,13.53352832366127,Scapa Flow,Scuttling of the German fleet in Scapa Flow,13.53352832366127,Scapa Flow,Scuttling of the German fleet in Scapa Flow,-1.0,None,None,-1.0,None,None,14.53352832366127
2039,what is the definition of the name thomas,"[""`` twin ''"", 'twin']",Thomas (name),100.0,twin,Thomas (name),100.0,twin,Thomas (name),100.0,twin,Thomas (name),100.0,twin,Thomas (name),0.0,"twin"" and ""leader.""",Thomas (name),100.0,twin,Thomas (name),100.0
2040,actress who plays penelope garcia on criminal minds,['Kirsten Simone Vangsness'],Kirsten Vangsness,60.653065971263345,Kirsten Vangsness,Kirsten Vangsness,100.0,Kirsten Simone Vangsness,Kirsten Vangsness,100.0,Kirsten Simone Vangsness,Kirsten Vangsness,100.0,Kirsten Simone Vangsness,Kirsten Vangsness,100.0,Kirsten Simone Vangsness,Kirsten Vangsness,100.0,Kirsten Simone Vangsness,Kirsten Vangsness,39.346934028736655
2041,who is president of india in present time,['Ram Nath Kovind'],List of Presidents of India,0.0,the persons sworn into the office as President of India following the adoption of the Indian constitution in 1950,List of Presidents of India,0.0,Rajendra Prasad,List of Presidents of India,0.0,Rajendra Prasad,List of Presidents of India,100.0,Ram Nath Kovind,List of Presidents of India,-1.0,None,None,-1.0,None,None,101.0
2042,why did kevin can't wait wife leave the show,['creative reasons'],Kevin Can Wait,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0,Donna,Kevin Can Wait,0.0,Donna,Kevin Can Wait,0.0,his smaller pension paycheck and family challenges,Kevin Can Wait,1.0
2043,when did season 4 of glee come out,"['September 13 , 2012', 'September 13 , 2012 ( 2012 - 09 - 13 ) -- May 9 , 2013']",Glee (season 4),-1.0,None,None,47.76875403825262,"September 13, 2012",Glee (season 4),47.76875403825262,"September 13, 2012",Glee (season 4),47.76875403825262,"September 13, 2012",Glee (season 4),47.76875403825262,"September 13, 2012",Glee (season 4),47.76875403825262,"September 13, 2012",Glee (season 4),48.76875403825262
2044,where is the movie wonder supposed to take place,"['in North River Heights in upper Manhattan , New York', 'North River Heights in upper Manhattan , New York']",Wonder (film),-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0,United States and Canada,Wonder (film),0.0,United States and Canada,Wonder (film),0.0,Broadway,Wonder (film),1.0
2045,what order are the percy jackson movies in,"['Percy Jackson & the Olympians : The Lightning Thief ( 2010 )', 'Percy Jackson & the Olympians : The Lightning Thief']",Percy Jackson (film series),-1.0,None,None,0.0,three,Percy Jackson (film series),0.0,three,Percy Jackson (film series),0.0,first film,Percy Jackson (film series),4.878048780487805,"two installments. The first film, ' (2010), was directed by Chris Columbus and was released on February 12, 2010. The second installment, ', was originally intended to be released in March 2013 but was instead pushed back to August 7, 2013, and was directed by Thor Freudenthal. The series has grossed nearly $430 million at the worldwide box office.
The films follow the adventures of demigod Percy Jackson and his comrades at the demigod training ground of Camp Half-Blood. In the first film",Percy Jackson (film series),0.0,two,Percy Jackson (film series),5.878048780487805
2046,who were the major countries involved in the cold war,"['Soviet Union and its satellite states', 'the Soviet Union', 'the Soviet Union and its satellite states']",Cold War,65.49846024623855,U.S. and the Soviet Union,Cold War,66.66666666666666,United States and the Soviet Union,Cold War,66.66666666666666,United States and the Soviet Union,Cold War,66.66666666666666,United States and the Soviet Union,Cold War,66.66666666666666,United States and the Soviet Union,Cold War,33.33333333333333,Western Bloc and the Eastern Bloc,Cold War,33.33333333333333
2047,what is the main use of the eiffel tower in modern times,"['paid monument', 'visited paid monument']",Eiffel Tower,0.0,radio transmission,Eiffel Tower,0.0,radio transmission,Eiffel Tower,0.0,radio transmissions,Eiffel Tower,0.0,radio transmissions,Eiffel Tower,0.0,radio and digital television,Eiffel Tower,0.0,passenger lifts,Eiffel Tower,0.0
2048,what is the basic principle of christian morality,"[""all morality flows from the Great Commandment , to love God with all one 's heart , mind , strength , and soul , and to love one 's neighbour as oneself""]",Christian ethics,-1.0,None,None,0.006336070607455965,the Great Commandment,Christian ethics,0.006336070607455965,the Great Commandment,Christian ethics,5.389638775909824,how believers should relate to Roman authority and to the empire,Christian ethics,0.09033161885225333,doing justice to both sides,Christian ethics,3.451070297932262,obedience to the ordained hierarchy of God and men,Christian ethics,6.389638775909824
2049,sweet leavened bread prepared for easter in romania,"['Cozonac', 'Cozonac ( Romanian pronunciation : ( kozoˈnak ) ) or Kozunak']",Cozonac,100.0,Cozonac,Cozonac,100.0,Cozonac,Cozonac,100.0,Cozonac,Cozonac,100.0,Cozonac,Cozonac,100.0,Cozonac,Cozonac,100.0,Cozonac,Cozonac,0.0
2050,what is the meaning behind an inspector calls,['a scathing critique of the hypocrisies of Victorian / Edwardian English society'],An Inspector Calls,13.333333333333334,a dramatic device that Priestley uses as a mouthpiece to air his views on society,An Inspector Calls,0.0,Poole,An Inspector Calls,14.285714285714285,announcing that a police inspector is shortly to arrive at the Birlings' house to investigate the suicide of a young girl,An Inspector Calls,0.0,Poole,An Inspector Calls,0.0,"impertinent"" and ""offensive"".",An Inspector Calls,6.1313240195240395,an allusion to the impending war,An Inspector Calls,14.285714285714285
2051,why is the angel of the north there,"['to signify that beneath the site of its construction , coal miners worked for two centuries']",Angel of the North,25.0,It has now come to be considered as a landmark for the North East of England,Angel of the North,11.54066216255058,to serve as a focus for our evolving hopes and fears,Angel of the North,11.54066216255058,to serve as a focus for our evolving hopes and fears,Angel of the North,7.898658475130412,"Inspired by the ""Angel of the North"",",Angel of the North,12.214194735660788,"Inspired by the ""Angel of the North"", several similar projects have been proposed",Angel of the North,22.22222222222222,"Twenty years after its completion, the Angel is now considered to be a landmark for the North East",Angel of the North,17.10134152486959
2052,who played thelma lou in andy griffith show,"[""Elizabeth Ann Theresa `` Betty '' Lynn""]",Betty Lynn,8.20849986238988,Betty Lynn,Betty Lynn,8.20849986238988,Betty Lynn,Betty Lynn,53.62560368285115,"Elizabeth Ann Theresa ""Betty"" Lynn",Betty Lynn,53.62560368285115,"Elizabeth Ann Theresa ""Betty"" Lynn",Betty Lynn,53.62560368285115,"Elizabeth Ann Theresa ""Betty"" Lynn",Betty Lynn,47.236655274101466,Elizabeth Ann Theresa Lynn,Betty Lynn,45.41710382046127
2053,chief ministers of tamil nadu mentioned on wikipedia,"['A. Subbarayalu Reddiar', 'C.N. Annadurai']",List of Chief Ministers of Tamil Nadu,0.0,The complete list of Chief Ministers of Tamil Nadu consists of the heads of government in the history of the state of Tamil Nadu in India since 1920,List of Chief Ministers of Tamil Nadu,0.0,The complete list of Chief Ministers of Tamil Nadu consists of the heads of government in the history of the state of Tamil Nadu in India since 1920,List of Chief Ministers of Tamil Nadu,0.0,The complete list of Chief Ministers of Tamil Nadu consists of the heads of government in the history of the state of Tamil Nadu in India since 1920,List of Chief Ministers of Tamil Nadu,0.0,The complete list of Chief Ministers of Tamil Nadu consists of the heads of government in the history of the state of Tamil Nadu in India since 1920,List of Chief Ministers of Tamil Nadu,-1.0,None,None,-1.0,None,None,1.0
2054,who played solomon in little house on the prairie,['Todd Bridges'],List of Little House on the Prairie characters,-1.0,None,None,-1.0,None,None,0.0,The Ingalls family,List of Little House on the Prairie characters,0.0,Martha Morse,List of Little House on the Prairie characters,0.0,The Quiner family,List of Little House on the Prairie characters,0.0,The Quiner family,List of Little House on the Prairie characters,1.0
2055,who got the first arjun award in athletics,['Gurbachan Singh Randhawa'],Arjuna Award,0.0,"1961 by the government of India to recognize outstanding achievement in National sports. The award carries a cash prize of Rs 300,000, a bronze statuette of Arjuna and a scroll. Arjuna awardees for 2007
Over the years the scope of the award has been expanded and a large number of sportspersons",Arjuna Award,0.0,1961,Arjuna Award,0.0,Arjuna,Arjuna Award,0.0,Swimming.,Arjuna Award,0.0,Dhyan Chand,Arjuna Award,0.0,Dhyan Chand and Dronacharya,Arjuna Award,0.0
2056,what is the genus of a bald eagle,['Haliaeetus'],Bald eagle,-1.0,None,None,100.0,Haliaeetus,Bald eagle,100.0,Haliaeetus,Bald eagle,100.0,Haliaeetus,Bald eagle,100.0,Haliaeetus,Bald eagle,100.0,Haliaeetus,Bald eagle,101.0
2057,who directed the best years of our lives,['William Wyler'],The Best Years of Our Lives,100.0,William Wyler,The Best Years of Our Lives,100.0,William Wyler,The Best Years of Our Lives,100.0,William Wyler,The Best Years of Our Lives,100.0,William Wyler,The Best Years of Our Lives,100.0,William Wyler,The Best Years of Our Lives,100.0,William Wyler,The Best Years of Our Lives,0.0
2058,what is the function of the notwithstanding clause in the canadian constitution,['allows Parliament or provincial legislatures to override certain portions of the Charter'],Section 33 of the Canadian Charter of Rights and Freedoms,-1.0,None,None,-1.0,None,None,-1.0,None,None,13.986904558770089,protects the British tradition of parliamentary supremacy,Section 33 of the Canadian Charter of Rights and Freedoms,13.986904558770089,protects the British tradition of parliamentary supremacy,Section 33 of the Canadian Charter of Rights and Freedoms,78.57142857142857,"it allows Parliament or provincial legislatures to temporarily override certain portions of the ""Charter",Section 33 of the Canadian Charter of Rights and Freedoms,79.57142857142857
2059,who is the forgotten man according to sumner,['the person compelled to pay for reformist programs'],Forgotten man,-1.0,None,None,12.383969996431167,at the bottom of the economic pyramid,Forgotten man,12.383969996431167,at the bottom of the economic pyramid,Forgotten man,9.09090909090909,"C"", who is coerced into helping the man at the economic bottom ""X"", by ""A"" and ""B"" who demand charity for ""X"".",Forgotten man,-1.0,None,None,12.383969996431167,at the bottom of the economic pyramid,Forgotten man,13.383969996431167
2060,which british city is farthest from the sea,['Coton in the Elms'],Coton in the Elms,0.0,Church Flatts Farm,Coton in the Elms,10.000000000000002,"Church Flatts Farm, which is defined by the Ordnance Survey as the farthest point from the sea in Great Britain",Coton in the Elms,14.285714285714285,"Walton Way, which starts in nearby Walton-on-Trent",Coton in the Elms,100.0,Coton in the Elms,Coton in the Elms,-1.0,None,None,4.978706836786395,Coton,Coton in the Elms,101.0
2061,how many characters are present in icd-10 codes,['7'],ICD-10,0.0,"10th Revision (ICD-10) is a coding of diseases and signs, symptoms, abnormal findings, complaints, social circumstances and external causes of injury or diseases",ICD-10,0.0,1-3,ICD-10,0.0,"76,000",ICD-10,0.0,76,ICD-10,-1.0,None,None,0.0,"more than 14,000",ICD-10,1.0
2062,which layer of the meninges is connected to the brain,"['pia mater', 'The pia mater']",Meninges,100.0,The pia mater,Meninges,100.0,pia mater,Meninges,50.0,dura mater,Meninges,0.0,inner meningeal layer,Meninges,0.0,inner meningeal layer,Meninges,0.0,inner meningeal layer,Meninges,100.0
2063,what is a proton pump in the human body,['an integral membrane protein that builds up a proton gradient across a biological membrane'],Proton pump,8.20849986238988,an integral membrane protein,Proton pump,-1.0,None,None,8.20849986238988,an integral membrane protein,Proton pump,8.20849986238988,an integral membrane protein,Proton pump,13.223911057726925,an integral membrane protein pump,Proton pump,13.223911057726925,an integral membrane protein pump,Proton pump,14.223911057726925
2064,who was first governor general of british india,"['Louis Mountbatten', 'Warren Hastings']",Governor-General of India,40.0,"Louis Mountbatten, 1st Earl Mountbatten",Governor-General of India,100.0,Warren Hastings,Governor-General of India,100.0,Warren Hastings,Governor-General of India,100.0,Warren Hastings,Governor-General of India,33.33333333333333,1st Earl Mountbatten,Governor-General of India,100.0,Louis Mountbatten,Governor-General of India,66.66666666666667
2065,where is the heart of palm on a palm tree,"['the inner core', 'inner core and growing bud', 'the inner core and growing bud', 'the center core', 'from the inner core and growing bud']",Heart of palm,100.0,inner core and growing bud,Heart of palm,100.0,inner core and growing bud,Heart of palm,100.0,inner core and growing bud,Heart of palm,100.0,inner core and growing bud,Heart of palm,100.0,inner core and growing bud,Heart of palm,100.0,inner core and growing bud,Heart of palm,0.0
