,Question,GT Answer,GT Topic,2008 Bleu Score,2008 Predicted,2008 Topic,2014 Bleu Score,2014 Predicted,2014 Topic,2016 Bleu Score,2016 Predicted,2016 Topic,2018 Bleu Score,2018 Predicted,2018 Topic,max - min
611,when was the first star wars film released,"['May 25 , 1977', '1977']",List of Star Wars films and television series,100.0,1977,Clone Wars (Star Wars),100.0,1977,Star Wars music,100.0,1977,Music of Star Wars,100.0,1977,Star Wars,0.0
612,what season does bart bass die in gossip girl,[')'],Chuck Bass,0.0,February 2006,February 2006,0.0,sixth,"New York, I Love You XOXO",0.0,sixth,"New York, I Love You XOXO",0.0,sixth,"New York, I Love You XOXO",0.0
613,what type of novel is goodbye mr chips,"['novella', 'Psychological fiction']","Goodbye, Mr. Chips",33.33333333333333,hard-boiled detective fiction,The Long Goodbye (novel),100.0,novella,"Goodbye, Mr. Chips",100.0,novella,"Goodbye, Mr. Chips (1969 film)",100.0,novella,"Goodbye, Mr. Chips",66.66666666666667
614,who won the mens figure skating in 2018 olympics,['Yuzuru Hanyu'],Figure skating at the 2018 Winter Olympics – Men's singles,0.0,Ulrich Salchow,Figure skating at the 1908 Summer Olympics - Men's individual,0.0,Konstantin Alexandrovich Menshov,Konstantin Menshov,36.787944117144235,Hanyu,Yuzuru Hanyu,100.0,Yuzuru Hanyu,Figure skating at the 2018 Winter Olympics – Men's singles,100.0
615,the recipient of first jnanpith award was an author which language,['Malayalam'],Jnanpith Award,100.0,Malayalam,Jnanpith Award,0.0,Tamil,Subramania Bharati,0.0,Hindi,Vishnu Prabhakar,100.0,Malayalam,Jnanpith Award,100.0
616,who has the most ncaa basketball tournament appearances,['Kentucky'],NCAA Division I Men's Basketball Tournament bids by school,12.500000000000004,Michigan State University and the University of Kentucky,Basketbowl,100.0,Kentucky,List of NCAA Men's Division I Basketball champions,0.0,Gonzaga and Wisconsin,NCAA Men's Division I Basketball Championship,100.0,Kentucky,List of NCAA Division I men's basketball champions,100.0
617,who was the first territorial governor of oklahoma,['George Washington Steele'],List of Governors of Oklahoma,100.0,George Washington Steele,George Washington Steele,100.0,George Washington Steele,George Washington Steele,100.0,George Washington Steele,George Washington Steele,100.0,George Washington Steele,George Washington Steele,0.0
618,what is the latest version of microsoft office 2010,"['14.0. 7182.5000', '14.0. 7182.5000 Click - to - Run']",Microsoft Office 2010,0.0,Windows 7,Windows Vista,0.0,14.0.7015.1000,Microsoft Office 2010,0.0,SP1 and Windows8.1,Windows 10,0.0,64-bit,Microsoft Office 2010,0.0
619,what nba team did derrick rose play for,['Chicago Bulls'],Derrick Rose,0.0,Charlotte Bobcats,Lee Rose,100.0,Chicago Bulls,Derrick Rose,100.0,Chicago Bulls,Derrick Rose,0.0,Motherwell,Andy Rose,100.0
620,who wrote it's a long long way to pasadena,"['John Young', 'David Hemmings , Harry Vanda & George Young', 'David Hemmings']",Pasadena (song),50.0,George Harrison,Blue Jay Way,50.0,John Fante,The Road to Los Angeles,50.0,John Fante,The Road to Los Angeles,50.0,John Fante,The Road to Los Angeles,0.0
621,who rebuilt the temple after the babylonian captivity,"['Herod', 'Likely Zerubbabel , largely renovated by Herod the Great']",Second Temple,100.0,Zerubbabel,Second Temple,100.0,Herod the Great,Second Temple,66.66666666666666,Cyrus the Great,Babylonian captivity,100.0,Herod,Second Temple,33.33333333333334
622,where will the next summer and winter olympics be held,"['Tokyo for the 2020 Summer Olympics , Beijing for the 2022 Winter Olympics', 'Tokyo']",List of Olympic Games host cities,0.0,"Vancouver, British Columbia, Canada",Winter Olympic Games,50.0,The 2028 Summer Olympics,2028 Summer Olympics,100.0,Beijing,2022 Winter Olympics,100.0,Beijing,2022 Winter Olympics,100.0
623,when did ole miss beat alabama in football,"['October 27 , 1894']",Alabama–Ole Miss football rivalry,23.88437701912631,"October 7, 1916",1916 Cumberland vs. Georgia Tech football game,23.88437701912631,"October 25, 2008",Arkansas–Ole Miss football rivalry,0.0,1962,Arkansas–Ole Miss football rivalry,0.0,1962,Arkansas–Ole Miss football rivalry,23.88437701912631
624,what is the main mineral in lithium batteries,"['lithium', 'Lithium']",Lithium,100.0,lithium,Lithium battery,50.0,lithium metal,Lithium battery,100.0,Lithium,Lithium (disambiguation),100.0,lithium,Lithium battery,50.0
625,who invented the first computer game in 1962 and what was the name of the game,['Spacewar !'],Spacewar!,0.0,Stephen Russell,1962 in video gaming,36.787944117144235,Spacewar,PC game,36.787944117144235,Spacewar,Early mainframe games,36.787944117144235,Spacewar,Early mainframe games,36.787944117144235
626,what is the job of justice of the peace,"['dispense summary justice', 'a judicial officer , of a lower or puisne court , elected or appointed by means of a commission ( letters patent ) to keep the peace .']",Justice of the peace,100.0,a puisne judicial officer,Justice of the Peace,100.0,a judicial officer,Justice of the peace,100.0,a judicial officer,Justice of the peace,100.0,a judicial officer,Justice of the peace,0.0
627,swan lake the sleeping beauty and the nutcracker are three famous ballets by,['Pyotr Ilyich Tchaikovsky'],The Sleeping Beauty (ballet),0.0,Swan Lake,Reisinger/Tchaikovsky production of Swan Lake,0.0,"Petipa, Ivanov, and Drigo",Swan Lake,0.0,Swan Lake,Swan Lake (Balanchine),0.0,"Petipa, Ivanov, and Drigo",Swan Lake,0.0
628,who sang rip it up and start again,"['Scottish post-punk band Orange Juice', 'Orange Juice']",Rip It Up (Orange Juice song),100.0,Orange Juice,Rip It Up (Orange Juice album),100.0,Orange Juice,Rip It Up (Orange Juice album),100.0,Orange Juice,Rip It Up (Orange Juice album),100.0,Orange Juice,Rip It Up (Orange Juice album),0.0
629,who plays whitey bulger's girlfriend in black mass,"['actress Dakota Johnson', 'Dakota Johnson']",Black Mass (film),0.0,Lance Henriksen,Megan Gallagher,100.0,Dakota Johnson,Black Mass (film),100.0,Dakota Johnson,Black Mass (film),100.0,Dakota Johnson,Black Mass (film),100.0
630,how many episodes are in season 7 of pretty little liars,['20'],Pretty Little Liars (season 7),0.0,fifty,List of Eureka Seven episodes,0.0,26,Futurama (season 7),100.0,20,Pretty Little Liars (season 6),100.0,20,Pretty Little Liars (season 6),100.0
631,hazels boyfriend in the fault in our stars,"['Augustus Waters', '17 - year - old Augustus Waters , an ex-basketball player and amputee']",The Fault in Our Stars,0.0,Richard,Chandler Bing,100.0,Augustus Waters,The Fault in Our Stars (film),100.0,Augustus Waters,The Fault in Our Stars,100.0,Augustus Waters,The Fault in Our Stars (film),100.0
632,who played the judge in good will hunting,['James P. Flynn'],Jimmy Flynn,0.0,Gus Van Sant,Good Will Hunting,0.0,Robin Williams,Good Will Hunting,75.0,James P. Flynn'. Flynn,Jimmy Flynn,100.0,James P. Flynn,Jimmy Flynn,100.0
633,aphasia is a term defining difficulty or loss of ability to,"['formulate language', 'comprehend and formulate language', 'comprehend and formulate language because of damage to specific brain regions']",Aphasia,50.0,produce and/or comprehend language,Aphasia,50.0,produce and/or comprehend language,Aphasia (disambiguation),50.0,produce and/or comprehend language,Aphasia (disambiguation),50.0,produce and/or comprehend language,Aphasia (disambiguation),0.0
634,where is the white castle that harold and kumar go to,['in Cherry Hill'],Harold & Kumar Go to White Castle,0.0,New Jersey,Harold &amp; Kumar Go to White Castle,10.000000000000002,S. Grand Blvd. and Gravois Ave. in south St. Louis,White Palace (film),0.0,Naples,The White Castle,0.0,Naples,The White Castle,10.000000000000002
635,where was the first high level language operating system created,['at IBM'],History of programming languages,36.787944117144235,IBM,Languageware,36.787944117144235,IBM,High-level programming language,36.787944117144235,IBM,High-level programming language,36.787944117144235,IBM,High-level programming language,0.0
636,when does i'm a celebrity get me out of here start in the uk,['2018'],I'm a Celebrity...Get Me Out of Here! (UK TV series),0.0,"November 12 2007 - November 30, 2007",I'm a Celebrity... Get Me Out of Here! (UK),0.0,16 November 2014,I'm a Celebrity...Get Me Out of Here! (UK series 14),0.0,2002,I'm a Celebrity...Get Me Out of Here!,0.0,31 January 2016,I'm a Celebrity...Get Me Out of Here! (Australian TV series),0.0
637,where will the first round of march madness be played,"['PPG Paints Arena , Pittsburgh , Pennsylvania ( Host : Duquesne University )', 'Duquesne University']",2018 NCAA Division I Men's Basketball Tournament,50.0,University of Dayton Arena,NCAA Men's Division I Basketball Championship,1.4084507042253522,"Bridgestone Arena in Nashville, Tennessee from March 11–15, 2015. The tournament will consist of five rounds and will include all 14 SEC teams. Seeds 5 through 10 will receive a first-round bye, and the top four seeds will receive a ""double bye"" through the first round and second round. All games of the tournament will be televised by the networks of ESPN, with the first three rounds on the SEC Network",2015 SEC Men's Basketball Tournament,33.33333333333333,Joe Louis Arena,2016 Horizon League Men's Basketball Tournament,33.33333333333333,Little Caesars Arena,2018 Horizon League Men's Basketball Tournament,48.59154929577465
638,what information is displayed in clear text from the ftp header,['all transmissions'],File Transfer Protocol,0.0,whitespace,INI file,0.0,name-value pairs,List of HTTP header fields,0.0,name-value pairs,List of HTTP header fields,0.0,name-value pairs,List of HTTP header fields,0.0
639,who died in the plane crash greys anatomy,"['Lexie', 'Dr. Lexie Grey', 'Dr. Lexie Grey ( Chyler Leigh )']",Flight (Grey's Anatomy),33.33333333333333,Dr. Abid Hanson,Olympic Airways Flight 417,100.0,Dr. Lexie Grey,Flight (Grey's Anatomy),100.0,Dr. Lexie Grey,Flight (Grey's Anatomy),100.0,Lexie,Flight (Grey's Anatomy),66.66666666666667
640,how much energy does coal produce in the us,"['30.4 %', '16.5 quadrillion BTUs']",Coal power in the United States,0.0,342,Nuclear power,0.0,34.11%,Energy in the United States,0.0,22%,Energy in the United States,33.33333333333333,14.6 quadrillion BTU,Coal mining in the United States,33.33333333333333
641,actor who played caesar in dawn of the planet of the apes,['Andy Serkis'],Dawn of the Planet of the Apes,0.0,Maurice Evans,Planet of the Apes (1968 film),100.0,Andy Serkis,Dawn of the Planet of the Apes,100.0,Andy Serkis,Dawn of the Planet of the Apes,100.0,Andy Serkis,Rise of the Planet of the Apes,100.0
642,when was where have all the flowers gone written,['1955'],Where Have All the Flowers Gone?,0.0,1960s,Where Have All the Flowers Gone?,100.0,1955,Where Have All the Flowers Gone?,100.0,1955,Where Have All the Flowers Gone?,100.0,1955,Where Have All the Flowers Gone?,100.0
643,where do the phaeacians live in the odyssey,"['Scheria', 'Scheria ( / ˈskɛriə / ; Ancient Greek : Σχερίη or Σχερία ) -- also known as Scherie or Phaeacia']",Scheria,0.0,Asia Minor,Paionia,0.0,Achaea,Achaeans,0.0,Achaea,Achaeans,0.0,Achaea,Achaeans (Homer),0.0
644,who dies in the lost city of z,['Manley'],The Lost City of Z (film),0.0,Diego,Zak Silver,0.0,Winfried Freudenberg,Winfried Freudenberg,0.0,Winfried Freudenberg,Winfried Freudenberg,0.0,Winfried Freudenberg,Winfried Freudenberg,0.0
645,when did the romanticism period start and end,"['in the approximate period from 1800 to 1850', 'originated in Europe toward the end of the 18th century , and in most areas was at its peak in the approximate period from 1800 to 1850', '1780 -- 1830']",Romanticism,33.33333333333333,1815 to 1848,Romanticism,80.0,middle of the 18th century,Romanticism,66.66666666666666,1800 until 1850,Romanticism,100.0,1800 to 1850,Romantic poetry,66.66666666666667
646,who was the first to say i'm going to disney world,"['Phil Simms', 'Dick Rutan']",I'm going to Disney World!,100.0,Phil Simms,I'm Going to Disney World!,0.0,Herbert Ryman,Walt Disney,50.0,Dick Dale,Let's Go Trippin',50.0,Dick Dale,Let's Go Trippin',100.0
647,who wants a heart in the wizard of oz,"['the Tin Woodman', 'Tin Woodman']",Tin Woodman,100.0,Tin Woodman,Scarecrow (Oz),3.3333333333333335,"Penny, but he gave up this ambition to work in a bank, to please his father. This frustrated ambition has ruined his life, and over the next two years Lee",The Secret Heart,0.0,Shakespeare,The Hollow Chest,0.0,Shakespeare,The Hollow Chest,100.0
648,when did the term sustainability start to be used,['1987'],History of sustainability,0.0,end of the 1990s,Sustainability Reporting,0.0,1960s,Sustainability in New Zealand,0.0,1980s,EPA Sustainability,0.0,1960s,Sustainability in New Zealand,0.0
649,who stole the mona lisa from the louvre in 1911,['Vincenzo Peruggia'],Vincenzo Peruggia,100.0,Vincenzo Peruggia,Vincenzo Peruggia,100.0,Vincenzo Peruggia,Yves Chaudron,100.0,Vincenzo Peruggia,Vincenzo Peruggia,100.0,Vincenzo Peruggia,Yves Chaudron,0.0
650,where are unipolar neurons found in spinal cord,['the distal dorsal root'],Pseudounipolar neuron,47.76875403825262,dorsal root ganglia,Unipolar neuron,14.285714285714285,the granular layer of the cerebellar cortex,Unipolar brush cell,25.0,"cerebellum, and the thalamus",Perihypoglossal nuclei,14.285714285714285,the granular layer of the cerebellar cortex,Unipolar brush cell,33.48303975253833
651,when did the us stop drafting for the vietnam war,['1973'],Draft lottery (1969),100.0,1973,Draft dodger,100.0,1973,Conscription in the United States,100.0,1973,Draft-card burning,0.0,1918,Conscription in the United States,100.0
652,who did us fight in world war 1,['Germany'],United States in World War I,0.0,U.S. troops,World War I,100.0,Germany,World War I,16.666666666666668,Germany and the other Central Powers,United States Navy operations during World War I,16.666666666666668,Germany and the other Central Powers,United States Navy operations during World War I,100.0
653,what is the largest bill in american money,['$100'],Large denominations of United States currency,100.0,$100,United States dollar,50.0,$100 banknote,United States one hundred-dollar bill,100.0,$100,United States dollar,100.0,$100,United States dollar,50.0
