,Question,GT Answer,GT Topic,2008 Predicted,2008 Topic,2014 Bleu Score,2014 Predicted,2014 Topic,2016 Bleu Score,2016 Predicted,2016 Topic,2018 Bleu Score,2018 Predicted,2018 Topic,2020 Bleu Score,2020 Predicted,2020 Topic,2021 Bleu Score,2021 Predicted,2021 Topic,max - min
611,when was the first star wars film released,"['May 25 , 1977', '1977']",List of Star Wars films and television series,,None,-1.0,None,None,0.0,1978,List of Star Wars films and television series,100.0,1978,List of Star Wars films and television series,-1.0,None,None,-1.0,None,None,101.0
612,what season does bart bass die in gossip girl,[')'],Chuck Bass,"Blair, Background (TV series).
Born Charles Bass, he was raised in Manhattan's most elite social circles, residing near the prestigious Upper East Side in The New York Palace Hotel in Midtown Manhattan. His father is Bart Bass, an entrepreneur, a successful businessman, who made a name for himself, rather than being born into money like Chuck’s friends’ parents. Chuck, unlike his father, was born into money, and therefore can be expected to take things for granted, like most of his peers do.","{'Blair': 'Chuck Bass', ""Background (TV series).\nBorn Charles Bass, he was raised in Manhattan's most elite social circles, residing near the prestigious Upper East Side in The New York Palace Hotel in Midtown Manhattan. His father is Bart Bass, an entrepreneur, a successful businessman, who made a name for himself, rather than being born into money like Chuck’s friends’ parents. Chuck, unlike his father, was born into money, and therefore can be expected to take things for granted, like most of his peers do."": 'Chuck Bass'}",0.0,Season 4,Chuck Bass,100.0,Season 4,Chuck Bass,100.0,Season 4,Chuck Bass,-1.0,None,None,100.0,Season 4,Chuck Bass,101.0
613,what type of novel is goodbye mr chips,"['novella', 'Psychological fiction']","Goodbye, Mr. Chips","Goodbye, Mr. Chips, ethnocentric, unabashedly sentimental","{'Goodbye, Mr. Chips': 'Goodbye, Mr. Chips', 'ethnocentric': 'Goodbye, Mr. Chips', 'unabashedly sentimental': 'Goodbye, Mr. Chips'}",100.0,novella,"Goodbye, Mr. Chips",100.0,unabashedly sentimental,"Goodbye, Mr. Chips",100.0,novella,"Goodbye, Mr. Chips",100.0,novella,"Goodbye, Mr. Chips",100.0,novella,"Goodbye, Mr. Chips",0.0
614,who won the mens figure skating in 2018 olympics,['Yuzuru Hanyu'],Figure skating at the 2018 Winter Olympics – Men's singles,,None,-1.0,None,None,-1.0,None,None,100.0,Yuzuru Hanyu,Figure skating at the 2018 Winter Olympics – Men's singles,100.0,Yuzuru Hanyu,Figure skating at the 2018 Winter Olympics – Men's singles,100.0,Yuzuru Hanyu,Figure skating at the 2018 Winter Olympics – Men's singles,101.0
615,the recipient of first jnanpith award was an author which language,['Malayalam'],Jnanpith Award,Malayalam,{'Malayalam': 'Jnanpith Award'},0.0,Bengali,Jnanpith Award,100.0,Bengali,Jnanpith Award,100.0,Malayalam,Jnanpith Award,100.0,Malayalam,Jnanpith Award,100.0,Malayalam,Jnanpith Award,100.0
616,who has the most ncaa basketball tournament appearances,['Kentucky'],NCAA Division I Men's Basketball Tournament bids by school,,None,-1.0,None,None,-1.0,None,None,0.0,UTEP,NCAA Division I Men's Basketball Tournament bids by school,0.0,68,NCAA Division I Men's Basketball Tournament bids by school,6.666666666666667,"68 bids possible each year (32 automatic qualifiers, 36 at-large). Schools not currently in Division I are in italics (e.g. ""CCNY"") and some have appeared under prior names (e.g., UTEP",NCAA Division I Men's Basketball Tournament bids by school,7.666666666666667
617,who was the first territorial governor of oklahoma,['George Washington Steele'],List of Governors of Oklahoma,William C. Grimes,{'William C. Grimes': 'List of Governors of Oklahoma'},50.0,Robert Martin and William C. Grimes,List of Governors of Oklahoma,100.0,Robert Martin and William C. Grimes,List of Governors of Oklahoma,100.0,Robert Martin and William C. Grimes,List of Governors of Oklahoma,-1.0,None,None,-1.0,None,None,101.0
618,what is the latest version of microsoft office 2010,"['14.0. 7182.5000', '14.0. 7182.5000 Click - to - Run']",Microsoft Office 2010,,None,0.0,14.0.7015.1000,Microsoft Office 2010,0.0,4734.1000,Microsoft Office 2010,0.0,64-bit,Microsoft Office 2010,100.0,4734.1000,Microsoft Office 2010,0.0,Microsoft Office 2011,Microsoft Office 2010,100.0
619,what nba team did derrick rose play for,['Chicago Bulls'],Derrick Rose,Mean Street Express,{'Mean Street Express': 'Derrick Rose'},100.0,Chicago Bulls,Derrick Rose,100.0,Chicago Bulls,Derrick Rose,0.0,Cleveland Cavaliers,Derrick Rose,0.0,Detroit Pistons,Derrick Rose,100.0,Detroit Pistons,Derrick Rose,100.0
620,who wrote it's a long long way to pasadena,"['John Young', 'David Hemmings , Harry Vanda & George Young', 'David Hemmings']",Pasadena (song),,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,100.0,John Young,Pasadena (song),101.0
621,who rebuilt the temple after the babylonian captivity,"['Herod', 'Likely Zerubbabel , largely renovated by Herod the Great']",Second Temple,"Cyrus, Zerubbabel, Herod the Great","{'Cyrus': 'Second Temple', 'Zerubbabel': 'Second Temple', 'Herod the Great': 'Second Temple'}",100.0,Cyrus the Great,Second Temple,100.0,Cyrus the Great,Second Temple,100.0,Cyrus the Great,Second Temple,100.0,Cyrus the Great,Second Temple,100.0,Cyrus the Great,Second Temple,0.0
622,where will the next summer and winter olympics be held,"['Tokyo for the 2020 Summer Olympics , Beijing for the 2022 Winter Olympics', 'Tokyo']",List of Olympic Games host cities,,None,21.37267961433182,"Rio de Janeiro for the 2016 Summer Olympics, Pyeongchang",List of Olympic Games host cities,100.0,Beijing,List of Olympic Games host cities,100.0,Beijing,List of Olympic Games host cities,100.0,Beijing,List of Olympic Games host cities,100.0,Beijing,List of Olympic Games host cities,78.62732038566818
623,when did ole miss beat alabama in football,"['October 27 , 1894']",Alabama–Ole Miss football rivalry,,None,0.0,1992 season,Alabama–Ole Miss football rivalry,36.787944117144235,1992,Alabama–Ole Miss football rivalry,0.0,1989,Alabama–Ole Miss football rivalry,0.0,1988,Alabama–Ole Miss football rivalry,100.0,1988,Alabama–Ole Miss football rivalry,100.0
624,what is the main mineral in lithium batteries,"['lithium', 'Lithium']",Lithium,"Li+,, spodumene and petalite, lithium metal","{'Li+,': 'Lithium', 'spodumene and petalite': 'Lithium', 'lithium metal': 'Lithium'}",50.0,lithium carbonate,Lithium,100.0,lithium carbonate,Lithium,0.0,pegmatitic,Lithium,50.0,pegmatitic minerals,Lithium,100.0,pegmatitic minerals,Lithium,100.0
625,who invented the first computer game in 1962 and what was the name of the game,['Spacewar !'],Spacewar!,"Russell, Spacewar!"" involves two armed spaceships called ""the needle"" and ""the wedge"" attempting to shoot one another while maneuvering in the gravity well of a star. The ships fired missiles which were unaffected by gravity (due to a lack of processing time). Each ship had a limited number of missiles and a limited supply of fuel. Each player controls a ship, and must attempt to simultaneously shoot at the other ship and avoid colliding with the star. Player controls included clockwise and counterclockwise rotation, thrust, fire, and hyperspace, using either the front-panel test switches with four switches for each player or optional control boxes.
The hyperspace feature could be used as a last-ditch means to evade enemy missiles, but the reentry from hyperspace would occur at a random location and there was an increasing probability of the ship exploding with each use.
Options and features.
Early versions of the game contained a randomly generated background starfield. However, the inaccuracy and lack of verisimilitude annoyed Samson, Spacewar!""","{'Russell': 'Spacewar!', 'Spacewar!"" involves two armed spaceships called ""the needle"" and ""the wedge"" attempting to shoot one another while maneuvering in the gravity well of a star. The ships fired missiles which were unaffected by gravity (due to a lack of processing time). Each ship had a limited number of missiles and a limited supply of fuel. Each player controls a ship, and must attempt to simultaneously shoot at the other ship and avoid colliding with the star. Player controls included clockwise and counterclockwise rotation, thrust, fire, and hyperspace, using either the front-panel test switches with four switches for each player or optional control boxes.\nThe hyperspace feature could be used as a last-ditch means to evade enemy missiles, but the reentry from hyperspace would occur at a random location and there was an increasing probability of the ship exploding with each use.\nOptions and features.\nEarly versions of the game contained a randomly generated background starfield. However, the inaccuracy and lack of verisimilitude annoyed Samson': 'Spacewar!', 'Spacewar!""': 'Spacewar!'}",-1.0,None,None,-1.0,None,None,100.0,Spacewar,Spacewar!,100.0,"Spacewar!""",Spacewar!,100.0,"Spacewar!""",Spacewar!,101.0
626,what is the job of justice of the peace,"['dispense summary justice', 'a judicial officer , of a lower or puisne court , elected or appointed by means of a commission ( letters patent ) to keep the peace .']",Justice of the peace,,None,100.0,a judicial officer,Justice of the peace,100.0,a judicial officer,Justice of the peace,100.0,a judicial officer,Justice of the peace,88.88888888888889,"a judicial officer of a lower or ""puisne"" court",Justice of the peace,100.0,"a judicial officer of a lower or ""puisne"" court",Justice of the peace,11.111111111111114
627,swan lake the sleeping beauty and the nutcracker are three famous ballets by,['Pyotr Ilyich Tchaikovsky'],The Sleeping Beauty (ballet),"Swan Lake"", met with little enthusiasm at that stage of his career. The ballet scenario Tchaikovsky worked on was based on the Brothers Grimm version of Perrault's work entitled 'Dornröschen', which ends with the Princess' parents (the King and the Queen) having survived the 100 years sleep to celebrate the Princess' wedding to the Prince although Vsevolozhsky wisely incorporated some of Perrault's characters from other stories into the ballet, such as Puss in Boots and Little Red Riding Hood, Aurora and Florimund and finally a mazurka, Sapphire Fairy and the Diamond Fairy","{'Swan Lake"", met with little enthusiasm at that stage of his career. The ballet scenario Tchaikovsky worked on was based on the Brothers Grimm version of Perrault\'s work entitled \'Dornröschen\', which ends with the Princess\' parents (the King and the Queen) having survived the 100 years sleep to celebrate the Princess\' wedding to the Prince although Vsevolozhsky wisely incorporated some of Perrault\'s characters from other stories into the ballet, such as Puss in Boots and Little Red Riding Hood': 'The Sleeping Beauty (ballet)', 'Aurora and Florimund and finally a mazurka': 'The Sleeping Beauty (ballet)', 'Sapphire Fairy and the Diamond Fairy': 'The Sleeping Beauty (ballet)'}",40.0,"Beauty and the Beast, Pretty Goldilocks and The White Cat",The Sleeping Beauty (ballet),100.0,"Beauty and the Beast, Pretty Goldilocks and The White Cat",The Sleeping Beauty (ballet),100.0,"Beauty and the Beast, Pretty Goldilocks and The White Cat",The Sleeping Beauty (ballet),100.0,"Beauty and the Beast, Pretty Goldilocks and The White Cat",The Sleeping Beauty (ballet),60.653065971263345,little enthusiasm,The Sleeping Beauty (ballet),60.0
628,who sang rip it up and start again,"['Scottish post-punk band Orange Juice', 'Orange Juice']",Rip It Up (Orange Juice song),,None,0.0,Paul Quinn,Rip It Up (Orange Juice song),100.0,Paul Quinn,Rip It Up (Orange Juice song),100.0,Paul Quinn,Rip It Up (Orange Juice song),-1.0,None,None,100.0,Paul Quinn,Rip It Up (Orange Juice song),101.0
629,who plays whitey bulger's girlfriend in black mass,"['actress Dakota Johnson', 'Dakota Johnson']",Black Mass (film),,None,100.0,Dakota Johnson,Black Mass (film),100.0,Dakota Johnson,Black Mass (film),100.0,Dakota Johnson,Black Mass (film),100.0,Dakota Johnson,Black Mass (film),100.0,Dakota Johnson,Black Mass (film),0.0
630,how many episodes are in season 7 of pretty little liars,['20'],Pretty Little Liars (season 7),,None,-1.0,None,None,100.0,20,Pretty Little Liars (season 7),100.0,20,Pretty Little Liars (season 7),-1.0,None,None,100.0,20,Pretty Little Liars (season 7),101.0
631,hazels boyfriend in the fault in our stars,"['Augustus Waters', '17 - year - old Augustus Waters , an ex-basketball player and amputee']",The Fault in Our Stars,,None,100.0,Augustus Waters,The Fault in Our Stars,100.0,Augustus Waters,The Fault in Our Stars,100.0,Augustus Waters,The Fault in Our Stars,100.0,Augustus Waters,The Fault in Our Stars,100.0,Augustus Waters,The Fault in Our Stars,0.0
632,who played the judge in good will hunting,['James P. Flynn'],Jimmy Flynn,"Flynn, James P. Flynn, Stephen ""The Rifleman"" Flemmi","{'Flynn': 'Jimmy Flynn', 'James P. Flynn': 'Jimmy Flynn', 'Stephen ""The Rifleman"" Flemmi': 'Jimmy Flynn'}",100.0,Flynn,Jimmy Flynn,75.0,James P. Flynn'. Flynn,Jimmy Flynn,100.0,James P. Flynn,Jimmy Flynn,-1.0,None,None,100.0,James P. Flynn,Jimmy Flynn,101.0
633,aphasia is a term defining difficulty or loss of ability to,"['formulate language', 'comprehend and formulate language', 'comprehend and formulate language because of damage to specific brain regions']",Aphasia,"produce and/or comprehend language, naming buildings, or people, or colors, aphasia","{'produce and/or comprehend language': 'Aphasia', 'naming buildings, or people, or colors': 'Aphasia', 'aphasia': 'Aphasia'}",25.0,"speak, read, or write",Aphasia,100.0,"speak, read, or write",Aphasia,100.0,"speak, read, or write",Aphasia,100.0,"speak, read, or write",Aphasia,100.0,"speak, read, or write",Aphasia,75.0
634,where is the white castle that harold and kumar go to,['in Cherry Hill'],Harold & Kumar Go to White Castle,,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
