,Question,GT Answer,GT Topic,2008 Bleu Score,2008 Predicted,2008 Topic,2014 Bleu Score,2014 Predicted,2014 Topic,2016 Bleu Score,2016 Predicted,2016 Topic,2018 Bleu Score,2018 Predicted,2018 Topic,2020 Bleu Score,2020 Predicted,2020 Topic,2021 Bleu Score,2021 Predicted,2021 Topic,max - min
611,when was the first star wars film released,"['May 25 , 1977', '1977']",List of Star Wars films and television series,-1.0,None,None,-1.0,None,None,0.0,1978,List of Star Wars films and television series,100.0,1977,List of Star Wars films and television series,-1.0,None,None,-1.0,None,None,101.0
612,what season does bart bass die in gossip girl,[')'],Chuck Bass,0.0,Blair,Chuck Bass,0.0,Season 4,Chuck Bass,0.0,Season 4,Chuck Bass,0.0,Season 6,Chuck Bass,-1.0,None,None,0.0,Season 6,Chuck Bass,1.0
613,what type of novel is goodbye mr chips,"['novella', 'Psychological fiction']","Goodbye, Mr. Chips",0.0,"Goodbye, Mr. Chips","Goodbye, Mr. Chips",100.0,novella,"Goodbye, Mr. Chips",100.0,novella,"Goodbye, Mr. Chips",100.0,novella,"Goodbye, Mr. Chips",100.0,novella,"Goodbye, Mr. Chips",100.0,novella,"Goodbye, Mr. Chips",100.0
614,who won the mens figure skating in 2018 olympics,['Yuzuru Hanyu'],Figure skating at the 2018 Winter Olympics – Men's singles,-1.0,None,None,-1.0,None,None,-1.0,None,None,100.0,Yuzuru Hanyu,Figure skating at the 2018 Winter Olympics – Men's singles,100.0,Yuzuru Hanyu,Figure skating at the 2018 Winter Olympics – Men's singles,100.0,Yuzuru Hanyu,Figure skating at the 2018 Winter Olympics – Men's singles,101.0
615,the recipient of first jnanpith award was an author which language,['Malayalam'],Jnanpith Award,100.0,Malayalam,Jnanpith Award,0.0,Bengali,Jnanpith Award,0.0,Bengali,Jnanpith Award,100.0,Malayalam,Jnanpith Award,100.0,Malayalam,Jnanpith Award,100.0,Malayalam,Jnanpith Award,100.0
616,who has the most ncaa basketball tournament appearances,['Kentucky'],NCAA Division I Men's Basketball Tournament bids by school,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0,UTEP,NCAA Division I Men's Basketball Tournament bids by school,0.0,68,NCAA Division I Men's Basketball Tournament bids by school,0.0,"68 bids possible each year (32 automatic qualifiers, 36 at-large). Schools not currently in Division I are in italics (e.g. ""CCNY"") and some have appeared under prior names (e.g., UTEP",NCAA Division I Men's Basketball Tournament bids by school,1.0
617,who was the first territorial governor of oklahoma,['George Washington Steele'],List of Governors of Oklahoma,0.0,William C. Grimes,List of Governors of Oklahoma,0.0,Robert Martin and William C. Grimes,List of Governors of Oklahoma,30.326532985631673,George Nigh,List of Governors of Oklahoma,30.326532985631673,George Nigh,List of Governors of Oklahoma,-1.0,None,None,-1.0,None,None,31.326532985631673
618,what is the latest version of microsoft office 2010,"['14.0. 7182.5000', '14.0. 7182.5000 Click - to - Run']",Microsoft Office 2010,-1.0,None,None,0.0,14.0.7015.1000,Microsoft Office 2010,0.0,4734.1000,Microsoft Office 2010,0.0,64-bit,Microsoft Office 2010,0.0,14.0.4763.1000,Microsoft Office 2010,0.0,Microsoft Office 2011,Microsoft Office 2010,1.0
619,what nba team did derrick rose play for,['Chicago Bulls'],Derrick Rose,0.0,Mean Street Express,Derrick Rose,100.0,Chicago Bulls,Derrick Rose,100.0,Chicago Bulls,Derrick Rose,0.0,Cleveland Cavaliers,Derrick Rose,0.0,Detroit Pistons,Derrick Rose,0.0,New York Knicks,Derrick Rose,100.0
620,who wrote it's a long long way to pasadena,"['John Young', 'David Hemmings , Harry Vanda & George Young', 'David Hemmings']",Pasadena (song),-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,100.0,John Young,Pasadena (song),101.0
621,who rebuilt the temple after the babylonian captivity,"['Herod', 'Likely Zerubbabel , largely renovated by Herod the Great']",Second Temple,100.0,Zerubbabel,Second Temple,100.0,Herod the Great,Second Temple,66.66666666666666,Cyrus the Great,Second Temple,100.0,Herod,Second Temple,100.0,Herod the Great,Second Temple,100.0,Herod the Great,Second Temple,33.33333333333334
622,where will the next summer and winter olympics be held,"['Tokyo for the 2020 Summer Olympics , Beijing for the 2022 Winter Olympics', 'Tokyo']",List of Olympic Games host cities,-1.0,None,None,21.37267961433182,"Rio de Janeiro for the 2016 Summer Olympics, Pyeongchang",List of Olympic Games host cities,100.0,Beijing,List of Olympic Games host cities,100.0,Beijing,List of Olympic Games host cities,100.0,Beijing,List of Olympic Games host cities,100.0,Beijing,List of Olympic Games host cities,101.0
623,when did ole miss beat alabama in football,"['October 27 , 1894']",Alabama–Ole Miss football rivalry,-1.0,None,None,0.0,1992 season,Alabama–Ole Miss football rivalry,0.0,1992,Alabama–Ole Miss football rivalry,0.0,1989,Alabama–Ole Miss football rivalry,0.0,1988,Alabama–Ole Miss football rivalry,0.0,1988,Alabama–Ole Miss football rivalry,1.0
624,what is the main mineral in lithium batteries,"['lithium', 'Lithium']",Lithium,50.0,lithium metal,Lithium,50.0,lithium carbonate,Lithium,50.0,lithium carbonate,Lithium,0.0,pegmatitic,Lithium,50.0,lithium hydroxide,Lithium,0.0,pegmatitic minerals,Lithium,50.0
625,who invented the first computer game in 1962 and what was the name of the game,['Spacewar !'],Spacewar!,0.0,Russell,Spacewar!,-1.0,None,None,-1.0,None,None,36.787944117144235,Spacewar,Spacewar!,0.0,Steve Russell,Spacewar!,0.0,Steve Russell,Spacewar!,37.787944117144235
626,what is the job of justice of the peace,"['dispense summary justice', 'a judicial officer , of a lower or puisne court , elected or appointed by means of a commission ( letters patent ) to keep the peace .']",Justice of the peace,-1.0,None,None,100.0,a judicial officer,Justice of the peace,100.0,a judicial officer,Justice of the peace,100.0,a judicial officer,Justice of the peace,88.88888888888889,"a judicial officer of a lower or ""puisne"" court",Justice of the peace,88.88888888888889,"a judicial officer of a lower or ""puisne"" court",Justice of the peace,101.0
627,swan lake the sleeping beauty and the nutcracker are three famous ballets by,['Pyotr Ilyich Tchaikovsky'],The Sleeping Beauty (ballet),1.2658227848101267,"Swan Lake"", met with little enthusiasm at that stage of his career. The ballet scenario Tchaikovsky worked on was based on the Brothers Grimm version of Perrault's work entitled 'Dornröschen', which ends with the Princess' parents (the King and the Queen) having survived the 100 years sleep to celebrate the Princess' wedding to the Prince although Vsevolozhsky wisely incorporated some of Perrault's characters from other stories into the ballet, such as Puss in Boots and Little Red Riding Hood",The Sleeping Beauty (ballet),0.0,"Beauty and the Beast, Pretty Goldilocks and The White Cat",The Sleeping Beauty (ballet),0.0,"Beauty and the Beast, Pretty Goldilocks and The White Cat",The Sleeping Beauty (ballet),13.53352832366127,Tchaikovsky,The Sleeping Beauty (ballet),0.0,"Beauty and the Beast, Pretty Goldilocks and The White Cat",The Sleeping Beauty (ballet),0.0,little enthusiasm,The Sleeping Beauty (ballet),13.53352832366127
628,who sang rip it up and start again,"['Scottish post-punk band Orange Juice', 'Orange Juice']",Rip It Up (Orange Juice song),-1.0,None,None,0.0,Paul Quinn,Rip It Up (Orange Juice song),50.0,the band,Rip It Up (Orange Juice song),0.0,Beverley Knight,Rip It Up (Orange Juice song),-1.0,None,None,0.0,Beverley Knight,Rip It Up (Orange Juice song),51.0
629,who plays whitey bulger's girlfriend in black mass,"['actress Dakota Johnson', 'Dakota Johnson']",Black Mass (film),-1.0,None,None,100.0,Dakota Johnson,Black Mass (film),100.0,Dakota Johnson,Black Mass (film),100.0,Dakota Johnson,Black Mass (film),100.0,Dakota Johnson,Black Mass (film),100.0,Dakota Johnson,Black Mass (film),101.0
630,how many episodes are in season 7 of pretty little liars,['20'],Pretty Little Liars (season 7),-1.0,None,None,-1.0,None,None,100.0,20,Pretty Little Liars (season 7),100.0,20,Pretty Little Liars (season 7),-1.0,None,None,100.0,20,Pretty Little Liars (season 7),101.0
631,hazels boyfriend in the fault in our stars,"['Augustus Waters', '17 - year - old Augustus Waters , an ex-basketball player and amputee']",The Fault in Our Stars,-1.0,None,None,100.0,Augustus Waters,The Fault in Our Stars,100.0,Augustus Waters,The Fault in Our Stars,100.0,Augustus Waters,The Fault in Our Stars,100.0,Augustus Waters,The Fault in Our Stars,100.0,Augustus Waters,The Fault in Our Stars,101.0
632,who played the judge in good will hunting,['James P. Flynn'],Jimmy Flynn,100.0,James P. Flynn,Jimmy Flynn,13.53352832366127,Flynn,Jimmy Flynn,75.0,James P. Flynn'. Flynn,Jimmy Flynn,100.0,James P. Flynn,Jimmy Flynn,-1.0,None,None,100.0,James P. Flynn,Jimmy Flynn,101.0
633,aphasia is a term defining difficulty or loss of ability to,"['formulate language', 'comprehend and formulate language', 'comprehend and formulate language because of damage to specific brain regions']",Aphasia,50.0,produce and/or comprehend language,Aphasia,0.0,"speak, read, or write",Aphasia,20.0,produce any form of expressions,Aphasia,0.0,"speak, read, or write",Aphasia,0.0,"speak, read, or write",Aphasia,20.0,produce any form of expressions,Aphasia,50.0
634,where is the white castle that harold and kumar go to,['in Cherry Hill'],Harold & Kumar Go to White Castle,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0
635,where was the first high level language operating system created,['at IBM'],History of programming languages,0.0,In the 1940s,History of programming languages,36.787944117144235,IBM,History of programming languages,36.787944117144235,IBM,History of programming languages,36.787944117144235,IBM,History of programming languages,36.787944117144235,IBM,History of programming languages,36.787944117144235,IBM,History of programming languages,36.787944117144235
636,when does i'm a celebrity get me out of here start in the uk,['2018'],I'm a Celebrity...Get Me Out of Here! (UK TV series),-1.0,None,None,0.0,16 November 2014,I'm a Celebrity...Get Me Out of Here! (UK TV series),0.0,2002,I'm a Celebrity...Get Me Out of Here! (UK TV series),0.0,NOW,I'm a Celebrity...Get Me Out of Here! (UK TV series),-1.0,None,None,-1.0,None,None,1.0
637,where will the first round of march madness be played,"['PPG Paints Arena , Pittsburgh , Pennsylvania ( Host : Duquesne University )', 'Duquesne University']",2018 NCAA Division I Men's Basketball Tournament,-1.0,None,None,-1.0,None,None,-1.0,None,None,0.0,First Four,2018 NCAA Division I Men's Basketball Tournament,0.0,Charlotte,2018 NCAA Division I Men's Basketball Tournament,0.0,Charlotte,2018 NCAA Division I Men's Basketball Tournament,1.0
638,what information is displayed in clear text from the ftp header,['all transmissions'],File Transfer Protocol,0.0,credentials and data,File Transfer Protocol,100.0,all transmissions,File Transfer Protocol,100.0,all transmissions,File Transfer Protocol,100.0,all transmissions,File Transfer Protocol,100.0,all transmissions,File Transfer Protocol,100.0,all transmissions,File Transfer Protocol,100.0
639,who died in the plane crash greys anatomy,"['Lexie', 'Dr. Lexie Grey', 'Dr. Lexie Grey ( Chyler Leigh )']",Flight (Grey's Anatomy),-1.0,None,None,100.0,Dr. Lexie Grey,Flight (Grey's Anatomy),100.0,Dr. Lexie Grey,Flight (Grey's Anatomy),100.0,Lexie,Flight (Grey's Anatomy),100.0,Dr. Lexie Grey,Flight (Grey's Anatomy),100.0,Dr. Lexie Grey,Flight (Grey's Anatomy),101.0
640,how much energy does coal produce in the us,"['30.4 %', '16.5 quadrillion BTUs']",Coal power in the United States,0.0,half,Coal power in the United States,100.0,16.5 quadrillion BTUs,Coal power in the United States,0.0,39%,Coal power in the United States,0.0,92.3%,Coal power in the United States,0.0,224.3 GW,Coal power in the United States,0.0,224.3 GW,Coal power in the United States,100.0
641,actor who played caesar in dawn of the planet of the apes,['Andy Serkis'],Dawn of the Planet of the Apes,-1.0,None,None,100.0,Andy Serkis,Dawn of the Planet of the Apes,100.0,Andy Serkis,Dawn of the Planet of the Apes,100.0,Andy Serkis,Dawn of the Planet of the Apes,100.0,Andy Serkis,Dawn of the Planet of the Apes,100.0,Andy Serkis,Dawn of the Planet of the Apes,101.0
642,when was where have all the flowers gone written,['1955'],Where Have All the Flowers Gone?,0.0,1960s,Where Have All the Flowers Gone?,100.0,1955,Where Have All the Flowers Gone?,100.0,1955,Where Have All the Flowers Gone?,100.0,1955,Where Have All the Flowers Gone?,100.0,1955,Where Have All the Flowers Gone?,100.0,1955,Where Have All the Flowers Gone?,100.0
643,where do the phaeacians live in the odyssey,"['Scheria', 'Scheria ( / ˈskɛriə / ; Ancient Greek : Σχερίη or Σχερία ) -- also known as Scherie or Phaeacia']",Scheria,100.0,Scheria,Scheria,100.0,Scheria,Scheria,100.0,Scheria,Scheria,100.0,Scheria,Scheria,100.0,Scheria,Scheria,100.0,Scheria,Scheria,0.0
644,who dies in the lost city of z,['Manley'],The Lost City of Z (film),-1.0,None,None,-1.0,None,None,0.0,Percy Fawcett,The Lost City of Z (film),0.0,Nina,The Lost City of Z (film),0.0,Percy Fawcett,The Lost City of Z (film),0.0,Fawcett,The Lost City of Z (film),1.0
645,when did the romanticism period start and end,"['in the approximate period from 1800 to 1850', 'originated in Europe toward the end of the 18th century , and in most areas was at its peak in the approximate period from 1800 to 1850', '1780 -- 1830']",Romanticism,33.33333333333333,1815 to 1848,Romanticism,80.0,middle of the 18th century,Romanticism,66.66666666666666,1800 until 1850,Romanticism,66.66666666666666,1800 until 1850,Romanticism,66.66666666666666,1800 until 1850,Romanticism,100.0,1800 to 1850,Romanticism,66.66666666666667
646,who was the first to say i'm going to disney world,"['Phil Simms', 'Dick Rutan']",I'm going to Disney World!,-1.0,None,None,0.0,ana Yeager,I'm going to Disney World!,0.0,ana Yeager,I'm going to Disney World!,0.0,Peyton Manning,I'm going to Disney World!,0.0,Patrick Mahomes,I'm going to Disney World!,0.0,Peyton Manning,I'm going to Disney World!,1.0
647,who wants a heart in the wizard of oz,"['the Tin Woodman', 'Tin Woodman']",Tin Woodman,100.0,Tin Woodman,Tin Woodman,100.0,Tin Woodman,Tin Woodman,100.0,Tin Woodman,Tin Woodman,100.0,Tin Woodman,Tin Woodman,100.0,Tin Woodman,Tin Woodman,100.0,Tin Woodman,Tin Woodman,0.0
